,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
54,Heavydirtysoul,Twenty One Pilots,2015-05-15,False,spotify:track:7i9763l5SSfOnqZ35VOcfy,68,Edu,https://open.spotify.com/track/7i9763l5SSfOnqZ35VOcfy,0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,audio_features,7i9763l5SSfOnqZ35VOcfy,https://api.spotify.com/v1/tracks/7i9763l5SSfOnqZ35VOcfy,https://api.spotify.com/v1/audio-analysis/7i9763l5SSfOnqZ35VOcfy,234813,4
55,Car Radio,Twenty One Pilots,2013-01-08,False,spotify:track:5cbpoIu3YjoOwbBDGUEp3P,69,Edu,https://open.spotify.com/track/5cbpoIu3YjoOwbBDGUEp3P,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,129.972,audio_features,5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/tracks/5cbpoIu3YjoOwbBDGUEp3P,https://api.spotify.com/v1/audio-analysis/5cbpoIu3YjoOwbBDGUEp3P,267720,4
56,Ain't Gonna Die Tonight (feat. Eric Nally),"['Macklemore', 'Eric Nally']",2017-09-22,True,spotify:track:1FgmP7AOTcn7MGYmImj0kn,53,Edu,https://open.spotify.com/track/1FgmP7AOTcn7MGYmImj0kn,0.687,0.768,7,-5.579,0,0.14,0.232,0.0,0.118,0.865,81.977,audio_features,1FgmP7AOTcn7MGYmImj0kn,https://api.spotify.com/v1/tracks/1FgmP7AOTcn7MGYmImj0kn,https://api.spotify.com/v1/audio-analysis/1FgmP7AOTcn7MGYmImj0kn,214720,4
57,Put Me Thru,Anderson .Paak,2016-01-15,True,spotify:track:06espoEuN2Ny4UqCYAVOCY,46,Edu,https://open.spotify.com/track/06espoEuN2Ny4UqCYAVOCY,0.732,0.789,5,-3.717,0,0.0476,0.0459,3.11e-05,0.123,0.607,107.978,audio_features,06espoEuN2Ny4UqCYAVOCY,https://api.spotify.com/v1/tracks/06espoEuN2Ny4UqCYAVOCY,https://api.spotify.com/v1/audio-analysis/06espoEuN2Ny4UqCYAVOCY,160760,4
58,Run Run Run (Scatter) [Chill Bump Remix],"['Chinese Man', 'Ex-I']",2015-03-30,False,spotify:track:1KazLsuKv1c2BFdzEObFI1,48,Edu,https://open.spotify.com/track/1KazLsuKv1c2BFdzEObFI1,0.6,0.581,10,-8.074,0,0.513,0.169,4.36e-06,0.276,0.532,89.942,audio_features,1KazLsuKv1c2BFdzEObFI1,https://api.spotify.com/v1/tracks/1KazLsuKv1c2BFdzEObFI1,https://api.spotify.com/v1/audio-analysis/1KazLsuKv1c2BFdzEObFI1,220821,4
59,The Bare Necessities,Geoff Castellucci,2020-07-12,False,spotify:track:6nNK9dfBneZBnkJOvtlP8w,40,Edu,https://open.spotify.com/track/6nNK9dfBneZBnkJOvtlP8w,0.449,0.466,0,-10.639,1,0.054,0.826,0.000329,0.109,0.574,200.673,audio_features,6nNK9dfBneZBnkJOvtlP8w,https://api.spotify.com/v1/tracks/6nNK9dfBneZBnkJOvtlP8w,https://api.spotify.com/v1/audio-analysis/6nNK9dfBneZBnkJOvtlP8w,197159,4
60,Autumn (L'Automno) Op.8 No.3 Major: Allegro,"['Baroque Festival Orchestra', 'Alberto Lizzio']",1994-07-01,False,spotify:track:7d20u6lKFtjLVNW9nhJAsL,40,Miguel,https://open.spotify.com/track/7d20u6lKFtjLVNW9nhJAsL,0.532,0.028,5,-23.778,1,0.0549,0.947,0.621,0.121,0.221,103.69,audio_features,7d20u6lKFtjLVNW9nhJAsL,https://api.spotify.com/v1/tracks/7d20u6lKFtjLVNW9nhJAsL,https://api.spotify.com/v1/audio-analysis/7d20u6lKFtjLVNW9nhJAsL,306933,4
61,Buffalo Soldier,Bob Marley & The Wailers,1983,False,spotify:track:7BfW1eoDh27W69nxsmRicb,71,Fer,https://open.spotify.com/track/7BfW1eoDh27W69nxsmRicb,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,audio_features,7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/tracks/7BfW1eoDh27W69nxsmRicb,https://api.spotify.com/v1/audio-analysis/7BfW1eoDh27W69nxsmRicb,255840,4
62,Three Little Birds,Bob Marley & The Wailers,1977-01-03,False,spotify:track:6A9mKXlFRPMPem6ygQSt7z,77,Fer,https://open.spotify.com/track/6A9mKXlFRPMPem6ygQSt7z,0.814,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,audio_features,6A9mKXlFRPMPem6ygQSt7z,https://api.spotify.com/v1/tracks/6A9mKXlFRPMPem6ygQSt7z,https://api.spotify.com/v1/audio-analysis/6A9mKXlFRPMPem6ygQSt7z,180267,4
63,Endless Summer,Cascada,2006,False,spotify:track:1xHlJeHGvk03LdotjC0DaN,28,Fer,https://open.spotify.com/track/1xHlJeHGvk03LdotjC0DaN,0.589,0.965,9,-7.314,1,0.0455,0.00418,0.0754,0.254,0.71,139.996,audio_features,1xHlJeHGvk03LdotjC0DaN,https://api.spotify.com/v1/tracks/1xHlJeHGvk03LdotjC0DaN,https://api.spotify.com/v1/audio-analysis/1xHlJeHGvk03LdotjC0DaN,204448,4
64,Drop It Like It's Hot,"['Snoop Dogg', 'Pharrell Williams']",2004-01-01,True,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,76,Fer,https://open.spotify.com/track/2NBQmPrOEEjA8VbeWOQGxO,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,audio_features,2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/tracks/2NBQmPrOEEjA8VbeWOQGxO,https://api.spotify.com/v1/audio-analysis/2NBQmPrOEEjA8VbeWOQGxO,266067,4
65,Ride Wit Me,"['Nelly', 'City Spud']",2000-06-27,True,spotify:track:3Gf5nttwcX9aaSQXRWidEZ,75,Fer,https://open.spotify.com/track/3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,audio_features,3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/tracks/3Gf5nttwcX9aaSQXRWidEZ,https://api.spotify.com/v1/audio-analysis/3Gf5nttwcX9aaSQXRWidEZ,291782,4
66,Cocody Rock,Alpha Blondy,2013-12-02,False,spotify:track:3LTJjpjOGt6lW8TaenjHlr,53,Fer,https://open.spotify.com/track/3LTJjpjOGt6lW8TaenjHlr,0.796,0.667,6,-6.322,0,0.0983,0.105,8.24e-05,0.0933,0.958,147.372,audio_features,3LTJjpjOGt6lW8TaenjHlr,https://api.spotify.com/v1/tracks/3LTJjpjOGt6lW8TaenjHlr,https://api.spotify.com/v1/audio-analysis/3LTJjpjOGt6lW8TaenjHlr,293960,4
67,Un'emozione per sempre,Eros Ramazzotti,2003-05-19,False,spotify:track:1Hd8GLavCUUUx3GJdunJ4E,57,Fer,https://open.spotify.com/track/1Hd8GLavCUUUx3GJdunJ4E,0.675,0.823,4,-4.513,1,0.0305,0.0967,0.0,0.265,0.817,119.902,audio_features,1Hd8GLavCUUUx3GJdunJ4E,https://api.spotify.com/v1/tracks/1Hd8GLavCUUUx3GJdunJ4E,https://api.spotify.com/v1/audio-analysis/1Hd8GLavCUUUx3GJdunJ4E,236587,4
68,La Hora De Bailar,Sandy & Papo,2005-01-01,False,spotify:track:6vPvOIFPhNGH8p4bhNjHHy,42,Fer,https://open.spotify.com/track/6vPvOIFPhNGH8p4bhNjHHy,0.908,0.696,1,-9.499,1,0.0655,0.0953,0.0,0.0395,0.872,133.545,audio_features,6vPvOIFPhNGH8p4bhNjHHy,https://api.spotify.com/v1/tracks/6vPvOIFPhNGH8p4bhNjHHy,https://api.spotify.com/v1/audio-analysis/6vPvOIFPhNGH8p4bhNjHHy,288107,4
69,La vie c'est fantastique - Fantastique Radio Mix,"['S.M.S.', 'Rehb']",2001-01-01,False,spotify:track:3Xr90hZyFtjLaRithi6WtQ,40,Fer,https://open.spotify.com/track/3Xr90hZyFtjLaRithi6WtQ,0.848,0.829,2,-7.379,1,0.0365,0.0257,0.11,0.335,0.865,134.012,audio_features,3Xr90hZyFtjLaRithi6WtQ,https://api.spotify.com/v1/tracks/3Xr90hZyFtjLaRithi6WtQ,https://api.spotify.com/v1/audio-analysis/3Xr90hZyFtjLaRithi6WtQ,225867,4
70,Because I Got High,Afroman,2001-08-28,True,spotify:track:0rRboI6IRuGx56Dq3UdYY4,68,Fer,https://open.spotify.com/track/0rRboI6IRuGx56Dq3UdYY4,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,audio_features,0rRboI6IRuGx56Dq3UdYY4,https://api.spotify.com/v1/tracks/0rRboI6IRuGx56Dq3UdYY4,https://api.spotify.com/v1/audio-analysis/0rRboI6IRuGx56Dq3UdYY4,197760,4
71,Israelites,Desmond Dekker,1968-01-01,False,spotify:track:0di7hMT6o1ogeUN1XDB9Ft,54,Miguel,https://open.spotify.com/track/0di7hMT6o1ogeUN1XDB9Ft,0.743,0.541,10,-9.61,1,0.0581,0.225,0.000586,0.0542,0.972,74.095,audio_features,0di7hMT6o1ogeUN1XDB9Ft,https://api.spotify.com/v1/tracks/0di7hMT6o1ogeUN1XDB9Ft,https://api.spotify.com/v1/audio-analysis/0di7hMT6o1ogeUN1XDB9Ft,155867,4
72,Skinhead Girl,Symarip,2008-09-29,False,spotify:track:7Jw2jj2NtZQDcZzhNxzBG7,30,Miguel,https://open.spotify.com/track/7Jw2jj2NtZQDcZzhNxzBG7,0.896,0.547,6,-7.733,0,0.0745,0.331,0.0196,0.129,0.847,134.628,audio_features,7Jw2jj2NtZQDcZzhNxzBG7,https://api.spotify.com/v1/tracks/7Jw2jj2NtZQDcZzhNxzBG7,https://api.spotify.com/v1/audio-analysis/7Jw2jj2NtZQDcZzhNxzBG7,144587,4
73,Bam Bam,Sister Nancy,2002-03-15,False,spotify:track:7ixiCZEHWHc8FxaQXQh2P4,67,Miguel,https://open.spotify.com/track/7ixiCZEHWHc8FxaQXQh2P4,0.722,0.605,5,-6.07,1,0.153,0.825,0.0178,0.248,0.709,165.998,audio_features,7ixiCZEHWHc8FxaQXQh2P4,https://api.spotify.com/v1/tracks/7ixiCZEHWHc8FxaQXQh2P4,https://api.spotify.com/v1/audio-analysis/7ixiCZEHWHc8FxaQXQh2P4,196507,4
74,Funky Kingston,Toots & The Maytals,1973-01-01,False,spotify:track:26WPI2aksB9XdqmeLfca5z,55,Miguel,https://open.spotify.com/track/26WPI2aksB9XdqmeLfca5z,0.777,0.458,11,-12.358,1,0.0841,0.265,0.00295,0.0423,0.961,99.05,audio_features,26WPI2aksB9XdqmeLfca5z,https://api.spotify.com/v1/tracks/26WPI2aksB9XdqmeLfca5z,https://api.spotify.com/v1/audio-analysis/26WPI2aksB9XdqmeLfca5z,295667,4
75,"Oh Bondage, Up Yours!",X-Ray Spex,2013-01-01,False,spotify:track:18WswjCcjs3vmz4qWNOrSC,37,Miguel,https://open.spotify.com/track/18WswjCcjs3vmz4qWNOrSC,0.458,0.71,2,-6.666,1,0.0447,0.0196,0.00217,0.0618,0.64,158.886,audio_features,18WswjCcjs3vmz4qWNOrSC,https://api.spotify.com/v1/tracks/18WswjCcjs3vmz4qWNOrSC,https://api.spotify.com/v1/audio-analysis/18WswjCcjs3vmz4qWNOrSC,169760,4
76,Rebel Girl,Bikini Kill,2015-10-13,False,spotify:track:0XyjtybwqSdqMAFfBEkmZf,57,Miguel,https://open.spotify.com/track/0XyjtybwqSdqMAFfBEkmZf,0.435,0.939,8,-3.845,0,0.111,0.0122,0.00466,0.0614,0.559,134.938,audio_features,0XyjtybwqSdqMAFfBEkmZf,https://api.spotify.com/v1/tracks/0XyjtybwqSdqMAFfBEkmZf,https://api.spotify.com/v1/audio-analysis/0XyjtybwqSdqMAFfBEkmZf,157333,4
77,Deceptacon,Le Tigre,1999-10-26,True,spotify:track:5773KSWFzg9kCc8yazjbSt,67,Miguel,https://open.spotify.com/track/5773KSWFzg9kCc8yazjbSt,0.603,0.864,4,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,audio_features,5773KSWFzg9kCc8yazjbSt,https://api.spotify.com/v1/tracks/5773KSWFzg9kCc8yazjbSt,https://api.spotify.com/v1/audio-analysis/5773KSWFzg9kCc8yazjbSt,184627,4
78,Lucha contra el tecno,Larsen,1983-09-01,True,spotify:track:5tX37tp7l4LtxtTyyOV237,8,Miguel,https://open.spotify.com/track/5tX37tp7l4LtxtTyyOV237,0.553,0.697,11,-12.636,1,0.0711,0.000456,0.00605,0.195,0.65,92.492,audio_features,5tX37tp7l4LtxtTyyOV237,https://api.spotify.com/v1/tracks/5tX37tp7l4LtxtTyyOV237,https://api.spotify.com/v1/audio-analysis/5tX37tp7l4LtxtTyyOV237,161600,4
79,He Visto a la Virgen,Putilatex,2008-07-01,True,spotify:track:4q0uuMYXyKyMjmlONSu1tY,24,Miguel,https://open.spotify.com/track/4q0uuMYXyKyMjmlONSu1tY,0.48,0.959,2,-3.541,1,0.0426,0.0197,3.84e-05,0.0945,0.326,167.978,audio_features,4q0uuMYXyKyMjmlONSu1tY,https://api.spotify.com/v1/tracks/4q0uuMYXyKyMjmlONSu1tY,https://api.spotify.com/v1/audio-analysis/4q0uuMYXyKyMjmlONSu1tY,304120,4
80,Autosuficiencia,Paralisis Permanente,1990-03-03,False,spotify:track:5p4QGTJiTFStnddffBS4bK,40,Miguel,https://open.spotify.com/track/5p4QGTJiTFStnddffBS4bK,0.511,0.972,1,-3.696,0,0.0584,0.011,2.24e-05,0.181,0.752,94.116,audio_features,5p4QGTJiTFStnddffBS4bK,https://api.spotify.com/v1/tracks/5p4QGTJiTFStnddffBS4bK,https://api.spotify.com/v1/audio-analysis/5p4QGTJiTFStnddffBS4bK,127600,4
81,I Feel Free,Cream,1966-12-09,False,spotify:track:62nYkaIBesfvQSSwTjPnYS,56,Miguel,https://open.spotify.com/track/62nYkaIBesfvQSSwTjPnYS,0.375,0.448,9,-14.06,1,0.0264,0.106,5.55e-05,0.141,0.564,88.371,audio_features,62nYkaIBesfvQSSwTjPnYS,https://api.spotify.com/v1/tracks/62nYkaIBesfvQSSwTjPnYS,https://api.spotify.com/v1/audio-analysis/62nYkaIBesfvQSSwTjPnYS,171507,4
82,"Catch Me Daddy - Live at the Winterland Ballroom, San Francisco, CA - April 1968","['Big Brother & The Holding Company', 'Janis Joplin']",1968-08-12,False,spotify:track:3qVswYwjgXBH1IOSMP2j3z,11,Miguel,https://open.spotify.com/track/3qVswYwjgXBH1IOSMP2j3z,0.565,0.849,1,-8.621,1,0.282,0.171,4.34e-05,0.878,0.554,98.339,audio_features,3qVswYwjgXBH1IOSMP2j3z,https://api.spotify.com/v1/tracks/3qVswYwjgXBH1IOSMP2j3z,https://api.spotify.com/v1/audio-analysis/3qVswYwjgXBH1IOSMP2j3z,345307,4
83,Come Together,"['Ike & Tina Turner', 'The Ikettes']",1970-05-08,False,spotify:track:4XHuEHpj3YJIA5NGt7iyCh,40,Miguel,https://open.spotify.com/track/4XHuEHpj3YJIA5NGt7iyCh,0.758,0.131,3,-21.955,0,0.0575,0.694,0.0133,0.141,0.257,78.554,audio_features,4XHuEHpj3YJIA5NGt7iyCh,https://api.spotify.com/v1/tracks/4XHuEHpj3YJIA5NGt7iyCh,https://api.spotify.com/v1/audio-analysis/4XHuEHpj3YJIA5NGt7iyCh,223307,4
84,I Wanna Be Your Dog,The Stooges,1969-08-05,False,spotify:track:672N8DGGTOLCOgWe0koX5g,58,Miguel,https://open.spotify.com/track/672N8DGGTOLCOgWe0koX5g,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,audio_features,672N8DGGTOLCOgWe0koX5g,https://api.spotify.com/v1/tracks/672N8DGGTOLCOgWe0koX5g,https://api.spotify.com/v1/audio-analysis/672N8DGGTOLCOgWe0koX5g,188560,4
85,Short Change Hero,The Heavy,2009-10-05,False,spotify:track:7qxDU2QyH24KHW0OSGotVw,59,Miguel,https://open.spotify.com/track/7qxDU2QyH24KHW0OSGotVw,0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,audio_features,7qxDU2QyH24KHW0OSGotVw,https://api.spotify.com/v1/tracks/7qxDU2QyH24KHW0OSGotVw,https://api.spotify.com/v1/audio-analysis/7qxDU2QyH24KHW0OSGotVw,322267,4
86,Joker And The Thief,Wolfmother,2005-01-01,False,spotify:track:6dNJ3lasVLPd0078T9yqlm,63,Miguel,https://open.spotify.com/track/6dNJ3lasVLPd0078T9yqlm,0.264,0.8,0,-2.427,1,0.0537,0.0195,0.00744,0.406,0.465,155.558,audio_features,6dNJ3lasVLPd0078T9yqlm,https://api.spotify.com/v1/tracks/6dNJ3lasVLPd0078T9yqlm,https://api.spotify.com/v1/audio-analysis/6dNJ3lasVLPd0078T9yqlm,279667,4
87,WTF Is In My Cup,Chico Blanco,2018-06-04,False,spotify:track:66HxHtqsgk2NgVQRqEgxyb,39,JeanCha,https://open.spotify.com/track/66HxHtqsgk2NgVQRqEgxyb,0.831,0.55,0,-11.367,0,0.0629,0.292,0.896,0.107,0.523,123.065,audio_features,66HxHtqsgk2NgVQRqEgxyb,https://api.spotify.com/v1/tracks/66HxHtqsgk2NgVQRqEgxyb,https://api.spotify.com/v1/audio-analysis/66HxHtqsgk2NgVQRqEgxyb,267000,4
88,Belittle No One,Mad Zach,2017-08-03,False,spotify:track:4eXSKwMnEB21iLRgGyle1l,28,JeanCha,https://open.spotify.com/track/4eXSKwMnEB21iLRgGyle1l,0.584,0.977,7,-7.975,1,0.0749,0.0156,0.889,0.539,0.399,113.112,audio_features,4eXSKwMnEB21iLRgGyle1l,https://api.spotify.com/v1/tracks/4eXSKwMnEB21iLRgGyle1l,https://api.spotify.com/v1/audio-analysis/4eXSKwMnEB21iLRgGyle1l,248471,4
89,"Eat That Up, It's Good For You",Two Door Cinema Club,2010-02-07,False,spotify:track:5XyyIkT6yfQQdxm55ztp04,0,Rodri,https://open.spotify.com/track/5XyyIkT6yfQQdxm55ztp04,0.516,0.876,5,-5.162,1,0.0503,0.00254,0.00334,0.355,0.557,154.934,audio_features,5XyyIkT6yfQQdxm55ztp04,https://api.spotify.com/v1/tracks/5XyyIkT6yfQQdxm55ztp04,https://api.spotify.com/v1/audio-analysis/5XyyIkT6yfQQdxm55ztp04,223907,4
90,When You Were Young,The Killers,2006-10-03,False,spotify:track:3gNGi2iUGHXGpBQHce6Nua,0,Rodri,https://open.spotify.com/track/3gNGi2iUGHXGpBQHce6Nua,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,audio_features,3gNGi2iUGHXGpBQHce6Nua,https://api.spotify.com/v1/tracks/3gNGi2iUGHXGpBQHce6Nua,https://api.spotify.com/v1/audio-analysis/3gNGi2iUGHXGpBQHce6Nua,220427,4
91,Little Black Submarines - Radio Edit [radio edit],The Black Keys,2012-09-03,False,spotify:track:17609ifVvJ7Npd8IqVnRFc,41,Rodri,https://open.spotify.com/track/17609ifVvJ7Npd8IqVnRFc,0.299,0.706,2,-5.421,1,0.0687,0.141,3.58e-05,0.0703,0.247,94.263,audio_features,17609ifVvJ7Npd8IqVnRFc,https://api.spotify.com/v1/tracks/17609ifVvJ7Npd8IqVnRFc,https://api.spotify.com/v1/audio-analysis/17609ifVvJ7Npd8IqVnRFc,204693,4
92,Spanish Sahara,Foals,2010-06-05,False,spotify:track:0ikPZkDZ7CgZMmyt5o9t57,0,Rodri,https://open.spotify.com/track/0ikPZkDZ7CgZMmyt5o9t57,0.365,0.57,9,-10.039,0,0.0696,0.028,0.042,0.108,0.364,128.432,audio_features,0ikPZkDZ7CgZMmyt5o9t57,https://api.spotify.com/v1/tracks/0ikPZkDZ7CgZMmyt5o9t57,https://api.spotify.com/v1/audio-analysis/0ikPZkDZ7CgZMmyt5o9t57,409560,4
93,You've Got The Dirtee Love - Live At The Brit Awards 2010,"['Florence + The Machine', 'Dizzee Rascal']",2010-04-12,False,spotify:track:760QEV2aGbtjfPuhOp1NpF,0,Rodri,https://open.spotify.com/track/760QEV2aGbtjfPuhOp1NpF,0.604,0.911,6,-4.633,1,0.0952,0.486,0.0,0.976,0.442,117.134,audio_features,760QEV2aGbtjfPuhOp1NpF,https://api.spotify.com/v1/tracks/760QEV2aGbtjfPuhOp1NpF,https://api.spotify.com/v1/audio-analysis/760QEV2aGbtjfPuhOp1NpF,218307,4
94,Vidas cruzadas (feat. Ivan Ferreiro),"['Quique González', 'Ivan Ferreiro']",2006-04-03,False,spotify:track:7n3vJc7HYnvqo8Gn7FnXJh,47,Rodri,https://open.spotify.com/track/7n3vJc7HYnvqo8Gn7FnXJh,0.557,0.907,0,-5.237,1,0.0575,0.0295,2.67e-05,0.697,0.856,116.929,audio_features,7n3vJc7HYnvqo8Gn7FnXJh,https://api.spotify.com/v1/tracks/7n3vJc7HYnvqo8Gn7FnXJh,https://api.spotify.com/v1/audio-analysis/7n3vJc7HYnvqo8Gn7FnXJh,213573,4
95,Los Días Raros - En Directo,Vetusta Morla,2015-04-21,False,spotify:track:2wss8ovgGaBZJlXAdaOqov,34,Rodri,https://open.spotify.com/track/2wss8ovgGaBZJlXAdaOqov,0.467,0.646,4,-7.205,1,0.0282,0.34,0.527,0.441,0.0854,90.99,audio_features,2wss8ovgGaBZJlXAdaOqov,https://api.spotify.com/v1/tracks/2wss8ovgGaBZJlXAdaOqov,https://api.spotify.com/v1/audio-analysis/2wss8ovgGaBZJlXAdaOqov,431120,4
96,"Never Let Me Go - MTV Unplugged, 2012",Florence + The Machine,2012-01-01,False,spotify:track:7viVy4Pzl3vbISTFT0Y7BJ,30,Rodri,https://open.spotify.com/track/7viVy4Pzl3vbISTFT0Y7BJ,0.402,0.284,6,-10.722,0,0.0481,0.882,0.0,0.702,0.343,148.171,audio_features,7viVy4Pzl3vbISTFT0Y7BJ,https://api.spotify.com/v1/tracks/7viVy4Pzl3vbISTFT0Y7BJ,https://api.spotify.com/v1/audio-analysis/7viVy4Pzl3vbISTFT0Y7BJ,273787,4
97,Baldosas Amarillas - En Directo,Vetusta Morla,2015-04-21,False,spotify:track:00TMWvbpUkrR68YbO4Kki5,27,Rodri,https://open.spotify.com/track/00TMWvbpUkrR68YbO4Kki5,0.38,0.599,2,-5.186,1,0.0312,0.719,0.259,0.507,0.235,120.407,audio_features,00TMWvbpUkrR68YbO4Kki5,https://api.spotify.com/v1/tracks/00TMWvbpUkrR68YbO4Kki5,https://api.spotify.com/v1/audio-analysis/00TMWvbpUkrR68YbO4Kki5,315733,4
98,Colectivo Nostalgia (En Directo),La Maravillosa Orquesta del Alcohol,2019-12-30,False,spotify:track:6LbpDY6KCoeGDvia2Vguqb,18,Rodri,https://open.spotify.com/track/6LbpDY6KCoeGDvia2Vguqb,0.275,0.474,7,-12.203,0,0.0415,0.5,1.63e-06,0.732,0.163,76.576,audio_features,6LbpDY6KCoeGDvia2Vguqb,https://api.spotify.com/v1/tracks/6LbpDY6KCoeGDvia2Vguqb,https://api.spotify.com/v1/audio-analysis/6LbpDY6KCoeGDvia2Vguqb,276507,4
99,Catedrales - En Directo,La Maravillosa Orquesta del Alcohol,2016-12-16,False,spotify:track:7usdrkCMCKmQMvy1itR6bA,19,Rodri,https://open.spotify.com/track/7usdrkCMCKmQMvy1itR6bA,0.274,0.816,9,-5.95,0,0.0399,0.0354,5.38e-06,0.802,0.304,159.662,audio_features,7usdrkCMCKmQMvy1itR6bA,https://api.spotify.com/v1/tracks/7usdrkCMCKmQMvy1itR6bA,https://api.spotify.com/v1/audio-analysis/7usdrkCMCKmQMvy1itR6bA,192107,4
100,Tierra,Xoel López,2012-04-17,False,spotify:track:6wNnwGKmH9u2HSAjUQ4kdR,49,Rodri,https://open.spotify.com/track/6wNnwGKmH9u2HSAjUQ4kdR,0.437,0.532,4,-11.022,1,0.0329,0.676,0.000646,0.101,0.543,87.02,audio_features,6wNnwGKmH9u2HSAjUQ4kdR,https://api.spotify.com/v1/tracks/6wNnwGKmH9u2HSAjUQ4kdR,https://api.spotify.com/v1/audio-analysis/6wNnwGKmH9u2HSAjUQ4kdR,238387,4
101,Tongue Tied,Grouplove,2011-09-02,False,spotify:track:0GO8y8jQk1PkHzS31d699N,79,Rodri,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,audio_features,0GO8y8jQk1PkHzS31d699N,https://api.spotify.com/v1/tracks/0GO8y8jQk1PkHzS31d699N,https://api.spotify.com/v1/audio-analysis/0GO8y8jQk1PkHzS31d699N,218013,4
102,A Dónde Ir,Viva Suecia,2016-12-02,False,spotify:track:4nYjvyYo1Npf8Q5asm0tF3,46,Rodri,https://open.spotify.com/track/4nYjvyYo1Npf8Q5asm0tF3,0.339,0.907,8,-3.248,1,0.0509,6.05e-05,9.32e-06,0.0683,0.152,121.083,audio_features,4nYjvyYo1Npf8Q5asm0tF3,https://api.spotify.com/v1/tracks/4nYjvyYo1Npf8Q5asm0tF3,https://api.spotify.com/v1/audio-analysis/4nYjvyYo1Npf8Q5asm0tF3,246924,4
103,On Melancholy Hill,Gorillaz,2010-03-03,False,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,75,Rodri,https://open.spotify.com/track/0q6LuUqGLUiCPP1cbdwFs3,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,audio_features,0q6LuUqGLUiCPP1cbdwFs3,https://api.spotify.com/v1/tracks/0q6LuUqGLUiCPP1cbdwFs3,https://api.spotify.com/v1/audio-analysis/0q6LuUqGLUiCPP1cbdwFs3,233867,4
104,Cocinando Filete (feat. Cookin Soul),"['Yung Beef', 'Cookin Soul']",2018-01-05,True,spotify:track:3Df1PQ2DqnadLuDv3rjsMB,40,Rodri,https://open.spotify.com/track/3Df1PQ2DqnadLuDv3rjsMB,0.514,0.866,6,-5.146,0,0.36,0.00484,0.0,0.33,0.506,168.626,audio_features,3Df1PQ2DqnadLuDv3rjsMB,https://api.spotify.com/v1/tracks/3Df1PQ2DqnadLuDv3rjsMB,https://api.spotify.com/v1/audio-analysis/3Df1PQ2DqnadLuDv3rjsMB,155690,4
105,Intro,"['Cecilio G.', 'Limabeatz']",2019-03-01,True,spotify:track:0LpOZM7rngbGAD1rmNt0aD,0,Rodri,https://open.spotify.com/track/0LpOZM7rngbGAD1rmNt0aD,0.816,0.332,3,-12.677,0,0.333,0.941,5.86e-05,0.266,0.525,125.923,audio_features,0LpOZM7rngbGAD1rmNt0aD,https://api.spotify.com/v1/tracks/0LpOZM7rngbGAD1rmNt0aD,https://api.spotify.com/v1/audio-analysis/0LpOZM7rngbGAD1rmNt0aD,121925,4
106,Si Mañana Me Muero,"['Yung Beef', 'Pipo Beatz', 'Julianno Sosa', 'Drago200', 'Uzii Gaang', 'Khaled', 'Harry Nach', 'Pablo Chill-E']",2020-12-04,True,spotify:track:44Bk6hYxoKTx9zuPMHBjBG,0,Rodri,https://open.spotify.com/track/44Bk6hYxoKTx9zuPMHBjBG,0.782,0.783,5,-5.938,1,0.0672,0.284,0.0471,0.282,0.669,119.991,audio_features,44Bk6hYxoKTx9zuPMHBjBG,https://api.spotify.com/v1/tracks/44Bk6hYxoKTx9zuPMHBjBG,https://api.spotify.com/v1/audio-analysis/44Bk6hYxoKTx9zuPMHBjBG,444000,4
