Source,Region,Sub-Region,Country,Drug-Group,Drug,SpecificDrugName,DrugState,Measurement,Sale ON,Typical average,From start ,To end,Purity,Type in which purity was checked,Year
ARQ,Europe,Western and Central Europe,Belgium,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,67.09675814,39.74141527,132.4713842,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,46364.98448,35767.27374,52988.55369,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,Opioids,Heroin,,,Gram,Street,31.79313222,10.59771074,82.79461515,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,Opioids,Heroin,,,Kilogram,Wholesale,15101.7378,8875.582744,26494.27685,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type,Marijuana (herb),,,Gram,Street,9.670411302,3.709198695,16.55892303,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,6226.155059,3709.198759,9272.996897,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,Cannabis-type,Hashish (resin),,,Gram,Street,9.537939412,3.974141527,16.55892303,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,Hallucinogens,LSD,,,Gram,Street,15.89656611,15.89656611,15.89656611,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,ATS,Ecstasy-type substances,,Tablets,Unit,Street,5.683022333,1.324713842,13.24713842,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,ATS,Amphetamine,,,Gram,Street,11.55150506,3.311784606,19.87070764,,Price,2010
ARQ,Europe,Western and Central Europe,Belgium,ATS,Amphetamine,,,Kilogram,Wholesale,4296.046991,1324.713842,5961.212291,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,67.81164216,61.03047794,81.37397059,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,Opioids,Heroin,,,Gram,Street,33.90582108,27.12465686,40.6869853,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,Opioids,Heroin,,,Kilogram,Wholesale,14571.85227,13247.13842,15896.56611,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,Cannabis-type,Marijuana (herb),,,Gram,Street,6.781164216,3.390582108,10.17174632,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,331.1784606,,662.3569212,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,Cocaine-type,Crack,,,Gram,Street,27.12465686,27.12465686,33.90582108,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,6.781164216,3.390582108,10.17174632,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,ATS,Ecstasy-type substances,,Tablets,1000  tablets,Wholesale,662.3569212,,,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,ATS,Amphetamine,,,Gram,Street,13.56232843,13.56232843,13.56232843,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,ATS,Amphetamine,,,Kilogram,Wholesale,3974.141527,3311.784606,5298.855369,,Price,2010
ARQ,Europe,South-Eastern Europe,Bosnia and Herzegovina,Cannabis-type,Marijuana (herb),Skunk,,Kilogram,Wholesale,1987.070764,1589.656611,2914.370453,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,94.94100369,81.37800316,101.722504,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,55637.98138,50339.12601,59612.12291,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,Opioids,Heroin,,,Gram,Street,54.25200211,54.25200211,54.25200211,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,Opioids,Heroin,,,Kilogram,Wholesale,14571.85227,13247.13842,15896.56611,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type,Marijuana (herb),,,Gram,Street,6.781500263,6.781500263,6.781500263,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type,Marijuana (herb),Dutch marijuana,,Gram,Street,16.95375066,13.56300053,20.34450079,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,1987.070764,1324.713842,2649.427685,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,Cannabis-type,Marijuana (herb),Dutch marijuana,,Kilogram,Wholesale,8610.639975,6623.569212,10597.71074,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,8.815950342,6.781500263,10.1722504,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Ecstasy-type substances,,,Kilogram,Wholesale,2649.427685,1987.070764,3311.784606,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Methamphetamine,,,Kilogram,Wholesale,19870.70764,13247.13842,26494.27685,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Methamphetamine,,Tablets,Kilogram,Wholesale,2649.427685,1987.070764,3311.784606,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Amphetamine,,,Gram,Street,8.815950342,6.781500263,10.1722504,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Amphetamine,,Tablets,Tablet,Street,7.45965029,4.747050184,10.1722504,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Amphetamine,,,Kilogram,Wholesale,2649.427685,1987.070764,3311.784606,,Price,2010
ARQ,Europe,South-Eastern Europe,Bulgaria,ATS,Amphetamine,,Tablets,Kilogram,Wholesale,1589.656611,1324.713842,1987.070764,,Price,2010
ARQ,Americas,South America,Chile,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,9.833915822,,,,Price,2010
ARQ,Americas,South America,Chile,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,9833.915822,,,,Price,2010
ARQ,Americas,South America,Chile,Cannabis-type,Marijuana (herb),,,Gram,Street,1.966783164,,,,Price,2010
ARQ,Americas,South America,Chile,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,1966.783164,,,,Price,2010
ARQ,Americas,South America,Chile,Cocaine-type,Coca paste/cocaine base,Cocaine base,,Gram,Street,9.833915822,,,,Price,2010
ARQ,Americas,South America,Chile,Cocaine-type,Coca paste/cocaine base,Cocaine base,,Kilogram,Wholesale,4916.957911,,,,Price,2010
ARQ,Americas,South America,Colombia,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,2438.805687,,,,Price,2010
ARQ,Americas,South America,Colombia,Opioids,Heroin,,,Kilogram,Wholesale,10772.31497,,,,Price,2010
ARQ,Americas,South America,Colombia,Cocaine-type,Coca leaf,,,Kilogram,Farmgate,1300.379844,,,,Price,2010
ARQ,Americas,South America,Colombia,Cocaine-type,Coca paste/cocaine base,Coca paste,,Kilogram,Farmgate,1014.454539,,,,Price,2010
ARQ,Americas,South America,Colombia,Cocaine-type,Coca paste/cocaine base,Cocaine base,,Kilogram,Farmgate,1474.467206,,,,Price,2010
ARQ,Americas,South America,Colombia,Cocaine-type,Coca paste/cocaine base,Cocaine base,,Kilogram,Wholesale,1474.467206,,,,Price,2010
ARQ,Americas,Central America,Costa Rica,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,,16,18,,Price,2010
ARQ,Americas,Central America,Costa Rica,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,,7000,7400,,Price,2010
ARQ,Americas,Central America,Costa Rica,Opioids,Heroin,,,Kilogram,Wholesale,,15000,18000,,Price,2010
ARQ,Americas,Central America,Costa Rica,Cannabis-type,Marijuana (herb),,,Gram,Street,,4.699999809,9.399999619,,Price,2010
ARQ,Americas,Central America,Costa Rica,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,,585,685,,Price,2010
ARQ,Americas,Central America,Costa Rica,Cocaine-type,Crack,,,Gram,Street,,7,13,,Price,2010
ARQ,Americas,Central America,Costa Rica,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,,20,30,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,99.35353818,92.72996897,119.2242458,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,46364.98448,39741.41527,52988.55369,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Opioids,Heroin,,,Gram,Street,72.85926133,66.23569212,79.48283054,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Opioids,Heroin,,,Kilogram,Wholesale,22520.13532,18545.99379,26494.27685,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Cannabis-type,Marijuana (herb),,,Gram,Street,7.948283054,6.623569212,10.59771074,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,2649.427685,1987.070764,3974.141527,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Cannabis-type,Hashish (resin),,,Gram,Street,15.89656611,13.24713842,19.87070764,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,4636.498448,3974.141527,6623.569212,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,Hallucinogens,LSD,,,Dose,Street,14.57185227,13.24713842,15.89656611,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,ATS,Ecstasy-type substances,,,Gram,Street,3.311784606,2.649427685,3.974141527,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,ATS,Amphetamine,,,Gram,Street,19.87070764,19.87070764,19.87070764,,Price,2010
ARQ,Europe,South-Eastern Europe,Croatia,ATS,Amphetamine,,,Kilogram,Wholesale,10597.71074,9272.996897,13247.13842,,Price,2010
ARQ,Europe,South-Eastern Europe,Albania,Cocaine-type,Cocaine salts,,,Gram,Street,79.48283054,66.23569212,92.72996897,,Price,2010
ARQ,Europe,South-Eastern Europe,Albania,Cocaine-type,Cocaine salts,,,Kilogram,Wholesale,49014.41217,46364.98448,52988.55369,,Price,2010
ARQ,Europe,South-Eastern Europe,Albania,Opioids,Heroin,,,Gram,Street,30.46841837,27.81899069,33.11784606,,Price,2010
ARQ,Europe,South-Eastern Europe,Albania,Opioids,Heroin,,,Kilogram,Wholesale,15896.56611,14571.85227,18545.99379,,Price,2010
ARQ,Europe,South-Eastern Europe,Albania,Cannabis-type,Marijuana (herb),,,Kilogram,Farmgate,264.9427685,198.7070764,331.1784606,,Price,2010
ARQ,Europe,Western and Central Europe,Cyprus,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,119.2242458,92.72996897,119.2242458,,Price,2010
ARQ,Europe,Western and Central Europe,Cyprus,Opioids,Heroin,,,Gram,Street,105.9771074,79.48283054,158.9656611,,Price,2010
ARQ,Europe,Western and Central Europe,Cyprus,Opioids,Opium,,,Gram,Street,26.49427685,13.24713842,33.11784606,,Price,2010
ARQ,Europe,Western and Central Europe,Cyprus,Cannabis-type,Marijuana (herb),,,Gram,Street,39.74141527,19.87070764,66.23569212,,Price,2010
ARQ,Europe,Western and Central Europe,Cyprus,Cannabis-type,Marijuana (herb),Intensified marijuana,,Gram,Street,66.23569212,39.74141527,66.23569212,,Price,2010
ARQ,Europe,Western and Central Europe,Cyprus,Cannabis-type,Hashish (resin),,,Gram,Street,33.11784606,19.87070764,26.49427685,,Price,2010
ARQ,Europe,Western and Central Europe,Cyprus,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,13.24713842,6.623569212,19.87070764,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,104.7848629,52.32619677,157.1110597,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,,41904.67298,62857.11296,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Heroin,Heroin no 3,,Gram,Street,52.32619677,20.93047896,131.014201,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Opioids,Heroin,Heroin no 3,,Kilogram,Wholesale,23844.84916,22520.13532,25169.563,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type,Marijuana (herb),,,Gram,Street,12.98219591,1.589656674,26.22933307,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,,5237.918533,5761.842857,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type,Hashish (resin),,,Gram,Street,13.11466653,5.828741033,15.76409422,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,,6285.714142,,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,Hallucinogens,LSD,,,Trip,Street,10.46523948,4.50402719,13.11466653,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,10.46523948,4.50402719,13.11466653,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,ATS,Methamphetamine,,,Gram,Street,52.32619677,26.22933307,314.2221194,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,ATS,Methamphetamine,,,Kilogram,Wholesale,28808.95038,26190.38697,34047.60889,,Price,2010
ARQ,Europe,Western and Central Europe,Czechia,ATS,Amphetamine,,,Gram,Street,104.7848629,52.32619677,157.1110597,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,89.00281631,62.30197142,106.8033796,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,44501.40815,26700.84489,71202.25305,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,Heroin no 3,,Gram,Street,89.00281631,71.20225305,142.4045061,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,Heroin no 4,,Gram,Street,213.6067591,142.4045061,284.8090122,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,Heroin no 3,,Kilogram,Wholesale,44501.40815,26700.84489,53401.68979,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,Opioids,Heroin,Heroin no 4,,Kilogram,Wholesale,53401.68979,53401.68979,71202.25305,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type,Hashish (resin),,,Gram,Street,8.900281631,7.120225305,17.80056326,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,2670.084489,1780.056326,3560.112652,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,8.900281631,5.340168979,12.46039428,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,ATS,Ecstasy-type substances,,Tablets,1000  tablets,Wholesale,3560.112652,2670.084489,3560.112652,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,ATS,Amphetamine,,,Gram,Street,26.70084489,17.80056326,35.60112652,,Price,2010
ARQ,Europe,Western and Central Europe,Denmark,ATS,Amphetamine,,,Kilogram,Wholesale,8010.253468,3560.112652,12460.39428,,Price,2010
ARQ,Americas,Caribbean,Dominican Republic,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,8,,,,Price,2010
ARQ,Americas,Caribbean,Dominican Republic,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,7964,,,,Price,2010
ARQ,Americas,Caribbean,Dominican Republic,Opioids,Heroin,,,Gram,Street,21,,,,Price,2010
ARQ,Americas,Caribbean,Dominican Republic,Opioids,Heroin,,,Kilogram,Wholesale,21237,,,,Price,2010
ARQ,Americas,Caribbean,Dominican Republic,Cannabis-type,Marijuana (herb),,,Gram,Street,0.5,,,,Price,2010
ARQ,Americas,Caribbean,Dominican Republic,Cannabis-type,Marijuana (herb),,,Pound,Wholesale,504,,,,Price,2010
ARQ,Americas,Caribbean,Dominican Republic,ATS,Ecstasy-type substances,,,Gram,Street,21,,,,Price,2010
ARQ,Americas,South America,Ecuador,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,7,5,10,,Price,2010
ARQ,Americas,South America,Ecuador,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,4000,3500,4500,,Price,2010
ARQ,Americas,South America,Ecuador,Opioids,Heroin,,,Kilogram,Wholesale,12500,12000,15000,,Price,2010
ARQ,Americas,South America,Ecuador,Cannabis-type,Marijuana (herb),,,Gram,Street,1.5,1,3,,Price,2010
ARQ,Americas,South America,Ecuador,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,450,400,500,,Price,2010
ARQ,Americas,South America,Ecuador,Cocaine-type,Coca paste/cocaine base,Cocaine base,,Gram,Street,5,4,10,,Price,2010
ARQ,Americas,South America,Ecuador,Cocaine-type,Coca paste/cocaine base,Cocaine base,,Kilogram,Wholesale,1900,1800,2000,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,,79.48283054,132.4713842,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,,52988.55369,66235.69212,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Opioids,Heroin,,,Gram,Street,158.9656611,,,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Opioids,Heroin,,,Kilogram,Wholesale,52988.55369,,,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type,Marijuana (herb),,,Gram,Street,,19.87070764,26.49427685,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,11922.42458,,,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type,Hashish (resin),,,Gram,Street,,7.948283054,26.49427685,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,,2649.427685,4636.498448,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Hallucinogens,LSD,,,Trip,Street,,13.24713842,19.87070764,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,19.87070764,15.89656611,26.49427685,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,ATS,Amphetamine,,,Gram,Street,26.49427685,19.87070764,66.23569212,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,ATS,Amphetamine,,,Kilogram,Wholesale,,5298.855369,13247.13842,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Sedatives and Tranquillizers,GHB,,,Millilitre,Street,,1.324713842,26.49427685,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Opioids,Pharmaceutical opioids,Buprenorphine,,Tablet,Street,39.74141527,33.11784606,211.9542148,,Price,2010
ARQ,Europe,Western and Central Europe,Finland,Opioids,Pharmaceutical opioids,Buprenorphine,,1000  tablets,Wholesale,,19870.70764,21195.42148,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,86.90122604,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,53495.9191,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,,Gram,Street,47.9546421,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Opioids,Heroin,,,Kilogram,Wholesale,32519.0754,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Opioids,Opium,,,Gram,Street,11.52501018,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Opioids,Opium,,,Kilogram,Wholesale,5607.513695,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type,Marijuana (herb),,,Gram,Street,11.52501018,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,5676.398815,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type,Hashish (resin),,,Gram,Street,9.405468154,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,3756.888457,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,8.743111233,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,ATS,Ecstasy-type substances,,Tablets,1000  tablets,Wholesale,3705.224617,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,ATS,Amphetamine,,,Gram,Street,16.55892303,,,,Price,2010
ARQ,Europe,Western and Central Europe,Germany,ATS,Amphetamine,,,Kilogram,Wholesale,6401.017286,,,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,,93.15869904,174.6725006,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,Opioids,Heroin,,,Gram,Street,,81.51380157,116.4483032,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,Cannabis-type,Marijuana (herb),,,Kilogram,Farmgate,50,,,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,Cannabis-type,Marijuana (herb),,,Gram,Street,,2.328999996,5.822400093,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,,407.5690918,756.9141235,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,Cannabis-type,Hashish (resin),,,Gram,Street,8.733599663,,,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,ATS,Methamphetamine,,,Gram,Street,,174.6725006,232.896698,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,ATS,Methamphetamine,,Tablets,Tablet,Street,,11.64480019,17.46719933,,Price,2010
ARQ,Asia,East and South-East Asia,Indonesia,Substances not under international control,Ketamine and phencyclidine-type substances,Ketamine,,Gram,Street,8.733599663,,,,Price,2010
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,100000,85000,88000,,Price,2010
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Opioids,Heroin,,,Gram,Street,28,,,,Price,2010
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Opioids,Heroin,,,Kilogram,Wholesale,25000,22000,26000,,Price,2010
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,320,300,340,,Price,2010
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Cannabis-type,Marijuana (herb),Hydro marijuana,,Kilogram,Wholesale,10000,8000,12000,,Price,2010
ARQ,Asia,Near and Middle East/ South-West Asia,Israel,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,5700,5500,5700,,Price,2010
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Heroin,,,Gram,Street,13.81999969,12.76000023,14.89000034,,Price,2010
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Heroin,,,Kilogram,Wholesale,6500,6000,7000,,Price,2010
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opium,,,Gram,Street,1.590000033,1.059999943,2.119999886,,Price,2010
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Opioids,Opium,,,Kilogram,Wholesale,1100,1000,1200,,Price,2010
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type,Cannabis oil,,,Kilogram,Wholesale,1100,1000,1200,,Price,2010
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type,Marijuana (herb),,,Gram,Street,0.0372,0.0319,0.042550001,,Price,2010
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type,Hashish (resin),,,Gram,Street,2.39350009,2.127500057,2.659499884,,Price,2010
ARQ,Asia,Central Asia and Transcaucasia,Kyrgyzstan,Cannabis-type,Hashish (resin),,,Kilogram,Wholesale,2393.5,2127.5,2659.5,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,112.6006766,94.05468281,188.1093656,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,46364.98448,,,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Opioids,Heroin,,,Gram,Street,132.4713842,112.6006766,188.1093656,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Opioids,Heroin,,,Kilogram,Wholesale,47122.7208,,,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Cannabis-type,Marijuana (herb),,,Gram,Street,15.89656611,13.24713842,18.54599379,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Cannabis-type,Marijuana (herb),,,Kilogram,Wholesale,5655.203393,,,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Cannabis-type,Hashish (resin),,,Gram,Street,15.89656611,13.24713842,18.54599379,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Hallucinogens,LSD,,,Unit,Street,6.623569212,5.298855369,7.948283054,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,ATS,Ecstasy-type substances,,Tablets,Tablet,Street,7.537621839,5.298855369,9.272996897,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,ATS,Methamphetamine,,,Gram,Street,13.24713842,10.59771074,18.54599379,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,ATS,Methamphetamine,,,Kilogram,Wholesale,5655.203393,,,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,ATS,Amphetamine,,,Gram,Street,13.24713842,10.59771074,18.54599379,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,ATS,Amphetamine,,,Kilogram,Wholesale,5655.203393,,,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Sedatives and Tranquillizers,Sedatives and tranquillizers,,,Tablet,Street,1.987070764,,,,Price,2010
ARQ,Europe,Western and Central Europe,Latvia,Substances not under international control,Synthetic cannabinoids (Spice),Naphthoylindole (JWH),,Gram,Street,18.54599379,,,,Price,2010
ARQ,Europe,Western and Central Europe,Lithuania,Cocaine-type,Cocaine salts,Hydrochloride,,Gram,Street,78.87042136,57.71006441,96.18344068,,Price,2010
ARQ,Europe,Western and Central Europe,Lithuania,Cocaine-type,Cocaine salts,Hydrochloride,,Kilogram,Wholesale,58864.26569,38473.37627,76946.75254,,Price,2010
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Heroin,,,Gram,Street,76.56201878,38.47337627,115.4201288,,Price,2010
ARQ,Europe,Western and Central Europe,Lithuania,Opioids,Heroin,,,Kilogram,Wholesale,36164.97369,25007.69458,61557.40203,,Price,2010
ARQ,Europe,Western and Central Europe,Lithuania,Cannabis-type,Marijuana (herb),,,Gram,Street,13.46568169,5.771006441,15.38935051,,Price,2010
