lon,lat,locality,year,month,kingdom,class,family,genus,species
11.06763,58.57944,Väderöarna,1905,6.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
10.93,57.369999,Nordre Rønner,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
10.92,57.369999,Nordre Rønner,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
10.92,57.369999,Nordre Rønner,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.22,56.77,Agger,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
10.0,57.0,Nordre Rønner,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
10.0,57.0,Nordre Rønner,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.0,56.0,"Thyborøn, høfde 58",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
10.93,57.369999,Nordre Rønner,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
10.0,57.0,Nordre Rønner,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
8.0,56.0,"Thyborøn, høfde 58",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
11.0,57.0,Nordre Rønner ESE of,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.0,56.0,Anholt harbour,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
10.0,57.0,Nordre Rønner,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,56.0,"Thyborøn, høfde 63",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,56.0,"Thyborøn, høfde 58",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,56.0,"Thyborøn, høfde 58",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,56.0,"Nissum Bredning, Ydre Røn by Lem Vig",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.0,57.0,Nordre Rønner ESE of,1905,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
10.0,57.0,Nordre Rønner NW of,1905,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
7.0,56.0,"Nordsee, Jyske Rev",1905,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
8.3,56.549999,Lemvig,1905,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
8.0,56.0,"Nissum Bredning, Ydre Røn by Lem Vig",1905,7.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
11.0,57.0,Nordre Rønner ESE of,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.0,57.0,"Læsø, Østerby Havn",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.0,56.0,Anholt harbour,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
10.0,57.0,Nordre Rønner NW of,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
8.0,56.0,Nissum Bredning outside Kobberød,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
8.0,56.0,"Nissum Bredning, Rønnen W",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
8.0,56.0,"Nissum Bredning, Mullerne",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,,1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,"Rhodymenia palmata f. angustifolia Kjellman, 1883"
11.11906,58.87565,Koster,1905,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.11906,58.87565,Koster,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.11906,58.87565,Koster,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.11906,58.87565,Koster,1905,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
12.58157,56.27198,Arild,1905,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
11.153582,58.874467,Koster,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.11906,58.87565,Koster,1905,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
11.153582,58.874467,Koster,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.11906,58.87565,Koster,1905,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
11.11906,58.87565,Koster,1905,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
11.153582,58.874467,Koster,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
13.44841,55.3939,Stora Beddinge,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
13.44841,55.3939,Stora Beddinge,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.11906,58.87565,Koster,1905,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
12.53112,56.26789,Unknown,1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) F.Weber & D.Mohr
11.11906,58.87565,Koster,1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) F.Weber & D.Mohr
,,Koster,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
18.0,59.0,"Uppl, Wermdö sn i Lillsved.",1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-70.110556,47.661111,,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
-70.053012,43.711699,"Casco Bay, Eagle Island, exposed to the full force of the waves, in dense masses on vertical rock wall",1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,"Rhodymenia palmata f. angustifolia Kjellman, 1883"
-70.053012,43.711699,"Casco Bay, Eagle Island, exposed to the full force of the waves, in dense masses on vertical rock wall",1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,"Rhodymenia palmata f. angustifolia Kjellman, 1883"
-118.499293,34.009514,"Berch, Santa Monica",1905,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
-69.96816,43.759261,,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-70.053012,43.711699,"Casco Bay, Eagle Island, exposed to the full force of the waves, in dense masses on vertical rock wall",1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,"Rhodymenia palmata f. angustifolia Kjellman, 1883"
-70.05444,43.71111,"Eagle Island, Casco Bay",1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) F.Weber & D.Mohr
11.018289,58.889003,Koster,1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) F.Weber & D.Mohr
,,Eagle Island,1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,"Rhodymenia palmata f. angustifolia Kjellman, 1883"
,,"Eagle Island, Casco Bay, Maine.",1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) Kuntze
11.53512,58.29766,Skår,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.60968,58.25204,Hjältön,1905,7.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.02363,58.88545,Koster,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.02363,58.88545,Koster,1905,7.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.53357,58.25631,,1905,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
11.02363,58.88545,Koster,1905,7.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) F.Weber & D.Mohr
11.44486,58.24867,Kristineberg,1905,7.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
8.27,55.470001,Skallingen N,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.27,55.470001,Skallingen N,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.27,55.470001,Skallingen N,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.42,55.450001,Fanø,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.42,55.450001,Fanø,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.42,55.450001,Fanø,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.42,55.450001,Fanø,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.42,55.450001,Fanø,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.42,55.450001,Fanø,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.42,55.450001,Fanø,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.0,55.0,"Nordsee, Skallingen, W-side",1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.0,55.0,"Nordsee, Skallingen, W-side",1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.0,55.0,"Nordsee, Skallingen, W-side",1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.0,55.0,"Nordsee, Fanø, W-side",1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
8.0,55.0,Esbjerg Fiskerihavn,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
8.0,55.0,Esbjerg Fiskerihavn (N of),1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
8.0,55.0,"Nordsee, Fanø, W-side",1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,55.0,Esbjerg Fiskerihavn,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,55.0,Esbjerg Fiskerihavn (N of),1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,55.0,Esbjerg Østhavn (E of),1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,55.0,Esbjerg Østhavn (E of),1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.28109,58.58563,Väderöarna,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
12.250391,57.105999,Varberg,1905,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,"Fucus vesiculosus f. tenuis Kjellman, 1890"
,,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-6.327782,49.921609,,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,Pukoo,1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca var. rigida
,,Moloaa,1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Koloa,1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva fasciata Delile
,,"Beaufort, coral reef 20 miles offshore",1905,8.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum Stackh.
,,"Beaufort, Fort Macon Beach",1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca var. rigida
11.45769,58.24695,Fiskebäckskil,1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
11.44486,58.24867,Kristineberg,1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
11.45769,58.24695,Fiskebäckskil,1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
11.44733,58.25451,Långgap,1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.433333,58.25,Boh. Kristineberg,1905,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
11.433333,58.25,Boh. Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.433333,58.25,Boh. Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.433333,58.25,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.433333,58.25,Boh. Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.433333,58.25,Boh. Kristineberg,1905,8.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
18.583333,65.066667,"Kristineberg, Langegap",1905,8.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1905,8.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
-3.648517,50.603593,,1905,9.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata R.Ross
-3.648517,50.603593,,1905,9.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata R.Ross
,,"Beaufort, northwest of town marsh",1905,9.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva fasciata Delile
,,"Honolulu, Palawa Beach",1905,9.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca var. rigida
,,,1905,9.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Den Helder.,1905,9.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum Stackh.
,,Den Helder.,1905,9.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum Stackh.
11.74393,57.70423,,1905,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.74393,57.70423,,1905,9.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
-70.918937,42.426486,,1905,11.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
-70.918937,42.426486,,1905,11.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.41989,58.22504,Unknown,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
11.418316,58.211964,No locality information available,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
11.41989,58.22504,Unknown,1905,12.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
,,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1905,12.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Kristineberg,1905,12.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-64.933333,18.35,No locality information available,1905,12.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
,,Boh. Kristineberg,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
11.35735,58.25054,Harpö,1905,12.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.44486,58.24867,Kristineberg,1905,12.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
,,,1905,,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
,,,1905,,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata (L.) F.Weber & D.Mohr
,,Port Antonio,1905,,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca var. rigida
,,,1906,2.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-70.878682,-53.14386,Punta Arenas,1906,2.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium fragile (Suringar) Hariot
,,Rovigno.,1906,2.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
,,"het Bildt, aangespoeld aan de zeedijk.",1906,2.0,Plantae,Ulvophyceae,Codiaceae,Codium,Codium tomentosum Stackh.
8.0,56.0,"Thyborøn, høfde 60",1906,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
8.0,56.0,"Thyborøn, høfde 57",1906,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
,,"Cruz Bay, in the distance",1906,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-65.294912,18.326496,Culebra Island,1906,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
-65.294912,18.326496,Culebra Island,1906,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
10.57,57.43,"Frederikshavn, Busserev",1906,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
10.0,57.0,"Frederikshavn, Busserev",1906,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
10.0,57.0,"Frederikshavn, Busserev",1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis L.
9.0,57.0,Hirtshals,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
9.0,57.0,Hirtshals,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
9.0,57.0,Hirtshals,1906,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea (Gunnerus) Foslie
10.57,57.43,Busserev,1906,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
10.0,57.0,Frederikshavn harbour,1906,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
10.0,57.0,"Frederikshavn, Busserev",1906,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca L.
10.0,57.0,Skagen,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
9.0,57.0,Hirtshals,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
10.0,57.0,Frederikshavn harbour,1906,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
9.0,57.0,Hirtshals,1906,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata (Huds.) J.V.Lamour.
11.44486,58.24867,Kristineberg,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1906,4.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1906,4.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa (L.) Lyngb.
11.44486,58.24867,Kristineberg,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
11.44486,58.24867,Kristineberg,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus L.
11.418316,58.211964,No locality information available,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum (L.) Le Jol.
11.44486,58.24867,Kristineberg,1906,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus L.
