,ID,DUIS,PAST_ACCIDENTS,CREDIT_SCORE,ID_SEGURO
1560,930000,0,0,0.5900170607758642,5193937
1561,602525,0,0,0.3618763212555671,6679574
1562,795747,3,1,0.5595152009839386,7762790
1563,304304,0,2,0.2292753633984657,4192156
1564,761953,1,9,0.6360258083796877,2413253
1565,94241,0,0,0.4920460979337053,5882978
1566,774917,0,0,0.6645208041519342,8960422
1567,692522,0,2,0.5134071870775959,6649055
1568,229265,0,4,0.4144222255873609,3992088
1569,516195,0,0,0.3383206685980323,7434442
1570,632980,1,0,0.5838111791901199,5498564
1571,356154,0,2,0.6050756232722501,9380095
1572,570724,0,0,0.8110580664014475,1213568
1573,486983,1,0,0.6165478094400887,8379432
1574,40228,0,0,0.6939218716430463,9120567
1575,548605,0,0,0.3600840439351249,2817381
1576,788956,1,2,0.6872984522417026,1089683
1577,841372,0,2,0.5996956646686804,111562
1578,958076,0,0,0.6932730562505753,7217685
1579,43625,1,2,0.3308566737384718,1933281
1580,642092,0,2,0.5657720983137879,7951479
1581,829408,0,0,0.6573121349168785,9133652
1582,429601,0,0,0.5238648570285495,8538855
1583,353731,1,3,0.3637436901420261,428319
1584,78985,0,1,0.7340414416940386,3679141
1585,626051,0,0,0.4861063085385872,8240978
1586,843068,0,0,,1639
1587,733509,2,6,0.4743964121917534,3211606
1588,579072,0,0,0.4315068771925517,9418395
1589,247930,0,1,0.5746291487013679,3475275
1590,583619,0,0,0.6069088408199534,9092462
1591,261194,0,0,0.6597415729056748,1354463
1592,291441,0,0,0.5468524546537378,6687031
1593,959649,0,0,0.6331577699602148,714107
1594,957656,0,4,0.6404256230186519,956194
1595,39893,0,0,0.4712685598165698,8691380
1596,569220,0,2,0.4863769900569829,1122913
1597,551688,0,1,0.7699371488819384,1326298
1598,873361,2,3,0.5127228689047442,1092611
1599,336163,0,0,0.8650769553530809,8933345
1600,875904,0,0,0.6124684841669664,812298
1601,234352,3,2,,2626910
1602,44855,0,0,0.5092867506873217,9345739
1603,859676,0,0,0.6191939666417331,1446739
1604,247107,0,4,0.2256597356116017,3559133
1605,849205,0,0,0.4374925466030241,8889515
1606,70922,0,0,,8070538
1607,963823,0,3,,8415084
1608,693046,0,0,0.518143953834333,8152121
1609,345209,1,1,0.6303391775678869,881746
1610,766071,1,0,0.3452102040241184,7893522
1611,876978,0,0,,7003887
1612,303044,0,0,0.5559327515948029,7642336
1613,741452,0,0,0.4575970504976258,5561259
1614,796372,0,0,0.6513183939456508,6600172
1615,749220,0,0,0.5909761364191773,9473235
1616,386712,1,0,0.4342809975252036,3106732
1617,779758,0,0,,9822634
1618,146361,0,3,0.3009812918467103,6724181
1619,411365,0,1,0.4474790749771535,903003
1620,651342,0,5,0.51038152684021,683516
1621,697130,0,4,0.3974021678163336,287166
1622,645370,1,6,,9571491
1623,908167,0,0,,9976183
1624,424515,0,1,0.7810158108961347,9386523
1625,479772,0,2,0.3171815759117624,1845937
1626,854273,0,0,,2294161
1627,332598,0,2,0.5873143657537631,8328001
1628,167119,0,9,0.7347563670775583,1663913
1629,819534,1,1,0.5083976199576173,2070086
1630,955794,0,0,0.5765068305992592,3174139
1631,62038,3,4,0.7286601324813126,9973223
1632,469767,0,0,0.4712409125588638,6729939
1633,50824,1,3,0.3555009229375722,3199794
1634,683927,1,0,0.5849341635897704,6292779
1635,180207,0,6,0.5118001651135141,5304353
1636,664333,0,1,0.3955453580326143,4005894
1637,430557,0,0,0.5409513034660882,4118934
1638,150339,0,1,0.4505246603167246,8895390
1639,778230,1,4,0.6275676333855695,4937884
1640,106619,0,0,0.8526945253806033,1442874
1641,255504,0,1,,5948473
1642,733619,1,0,0.5708669818485634,8049627
1643,711203,0,0,0.5035263513409084,7288013
1644,979002,0,0,,5486689
1645,349753,0,0,0.3882392683110089,155280
1646,255616,0,0,0.6058083800020564,7893031
1647,854652,1,4,0.7139073299346723,2486688
1648,766854,0,1,0.4180525498107537,690450
1649,827045,0,0,0.6037070998428994,9802883
1650,749612,1,2,0.584608456109682,7841936
1651,239854,0,0,,4463635
1652,80167,0,2,0.7658383224497411,4445559
1653,221234,1,3,0.3195459210267399,5908317
1654,596082,0,0,0.2621006909187042,4587893
1655,100720,0,0,0.4856002685685674,3452618
1656,866552,0,0,0.6113387710090395,5844292
1657,702004,0,0,0.547731741672538,7466210
1658,503181,0,0,0.3482717006159108,6285922
1659,436399,0,0,0.2359715462607108,5443613
1660,910245,0,0,0.4060786898349925,4969401
1661,399483,0,7,0.573339898568441,3464912
1662,766429,0,2,0.6110940512740566,390528
1663,560473,0,0,0.6712216702067488,7247047
1664,295456,0,0,0.3753627061617993,8989834
1665,963365,0,2,0.5617405020058411,5247446
1666,561813,0,0,0.548657389784573,7089902
1667,447646,0,3,0.6050525422768438,2761667
1668,249074,0,0,0.2928223358851285,8180757
1669,513940,0,0,0.6066589529874641,5505861
1670,761223,0,0,0.5358403859005467,1228180
1671,261699,0,1,0.7383996023443815,5055762
1672,535293,0,0,0.3833147491990453,1750154
1673,200116,0,2,,5496679
1674,28541,0,3,0.4952767419940733,9978937
1675,509716,0,0,0.4009780682608883,8361060
1676,622657,1,1,,8624730
1677,548627,2,5,0.5777705296614133,2847019
1678,824203,0,0,0.5084156821111837,1574807
1679,562564,0,2,0.8327923827915409,6750428
1680,220010,1,2,0.4359576015508167,6872466
1681,501359,0,0,0.4779712932320399,415240
1682,218598,1,0,0.4501764104829549,2409290
1683,806500,0,0,0.4072467866003519,3704828
1684,210978,0,0,0.5321225124933344,6034224
1685,160719,0,2,0.5351371977032543,8439111
1686,73781,0,0,0.6170336467528514,9179961
1687,123572,0,0,0.5786031306097281,8239721
1688,174681,0,3,0.5571804876973983,3494028
1689,626675,1,6,0.7494278169433513,7961795
1690,252367,0,0,0.3595385199642436,3269440
1691,219553,0,0,0.7492616372893721,2935453
1692,527488,0,0,0.1573968220490889,9931812
1693,243634,0,0,0.4990858950667509,8602208
1694,468259,0,0,,6189758
1695,508925,0,0,0.4724195112793811,7450587
1696,477198,0,0,0.265255675128123,291056
1697,971241,1,0,0.6175759911698873,3730114
1698,38261,2,0,0.4308247424408329,7408231
1699,196960,0,0,0.3805381145497736,5567521
1700,576583,0,0,0.395930988823429,5802361
1701,472205,1,0,,3952858
1702,968469,0,2,0.5614435674391676,9210836
1703,288419,0,6,0.5336770829727767,8635759
1704,253649,0,2,0.4876152902483951,2519414
1705,7893,0,0,0.1853336147606677,8765486
1706,904196,0,0,0.6062649561711828,7797764
1707,546446,0,0,,1875399
1708,998986,0,0,0.4085902360965293,3685539
1709,757742,0,0,0.6249809168792333,232465
1710,832177,0,0,0.6095431989409578,1933569
1711,156807,1,5,0.6465297264942811,3191671
1712,734041,0,2,0.7281988113253196,4783946
1713,524160,0,1,0.4266129328847592,4348758
1714,386225,0,0,0.4693514628560762,4665895
1715,883104,0,5,0.6874928008429386,1487351
1716,323571,0,0,0.5225219977867602,2388691
1717,727175,0,0,0.6353269734201827,3463269
1718,891890,0,0,0.3507586259917119,7994559
1719,195034,0,1,0.4486882510438408,4161061
1720,499069,0,0,0.2776304436538508,9108126
1721,135363,0,0,0.3836140804227317,9782700
1722,745958,0,4,0.5461994612154668,7130754
1723,368197,0,0,0.3613318581329491,2672023
1724,434797,0,0,0.2275536836669774,5437794
1725,354302,0,0,0.6867949983714885,7155006
1726,959292,0,2,0.666940244836433,7339160
1727,335156,0,0,0.3500685211361733,6255019
1728,556971,1,0,0.5620592676160164,2542181
1729,451148,1,0,0.6624382802068757,1250912
1730,541074,1,0,0.5059182300320118,2966614
1731,593578,0,0,0.2457399176525432,1056320
1732,927572,2,0,0.6514777105115379,8776764
1733,370627,0,0,0.3771441874277573,3133971
1734,600608,0,0,0.3840554262356353,6413288
1735,773054,1,2,0.5152774932024549,6642619
1736,326697,0,0,,226157
1737,148284,0,2,0.6056771604160297,5010922
1738,483232,0,1,0.6081745188043152,2937266
1739,752775,0,0,0.6377499969959002,7602640
1740,317412,0,0,,5840237
1741,694920,0,1,0.481233804932597,8662941
1742,845494,1,0,0.5671296948261138,6753700
1743,922147,0,1,0.6575450568373521,5055365
1744,394677,0,1,0.4633341165020996,3955798
1745,831133,0,0,0.4099015796951398,4817466
1746,458721,0,0,0.6237900769375626,5911296
1747,981386,0,0,0.6811481136521422,2903747
1748,42168,0,0,0.5013713614016168,4128728
1749,902925,0,0,0.196580683690525,4104118
1750,75332,1,1,0.5755602108751551,8369765
1751,789201,0,0,0.4715380236955649,6742009
1752,332784,0,1,0.5861360604483771,3895492
1753,861839,0,1,0.6754406974300349,1130432
1754,249673,0,0,0.6207307927876982,2259192
1755,56947,2,6,0.5650533271502788,7286008
1756,668061,0,0,0.7403233056364579,8322010
1757,277229,2,2,0.5804717515794329,4383133
1758,210131,1,1,,4969861
1759,325888,2,4,0.4704665936904266,196570
1760,87330,2,0,0.6843084001191895,2045552
1761,850125,0,1,0.5515933043764039,1102515
1762,318800,0,0,0.4540926707599216,8957773
1763,914600,0,3,0.6641891015620235,6416415
1764,383237,0,0,0.3108475813289624,3355782
1765,397421,0,0,,4081856
1766,146453,0,1,0.5978510844277737,9075233
1767,954268,1,0,0.5045698916727219,1796149
1768,867300,0,0,0.5183450827189473,1189237
1769,250336,0,0,0.5832958365331581,6989685
1770,8316,0,2,0.7200874460428613,3920534
1771,887384,0,3,0.6002465292424253,4117442
1772,579169,1,0,0.4977088999668306,462321
1773,735228,0,0,,6427826
1774,646884,1,2,,5738946
1775,227345,0,0,,2341575
1776,578045,1,7,0.3144599834469865,9940831
1777,695132,0,0,0.3161664618349704,8093459
1778,442801,0,0,0.3082204398310873,8467328
1779,83419,0,0,0.5822555143238901,5538381
1780,266664,0,0,0.3230986555294417,6147331
1781,48467,0,5,0.5272677134348829,6985132
1782,956725,0,0,0.7387365848026437,3637928
1783,59488,0,3,0.5628766176819733,5818387
1784,513565,0,0,0.6578040520558444,2410386
1785,855822,0,0,0.5135702694991496,5797250
1786,493576,0,0,0.4809742536849557,326834
1787,854084,0,0,0.4974447856527828,1729111
1788,477066,0,0,0.5421766916223107,7541420
1789,468466,0,0,0.3547285539804473,7517134
1790,880743,1,2,0.2881664672395424,6102524
1791,407928,0,2,0.4454055686003449,4658587
1792,394404,0,3,0.5503647277916662,5331212
1793,910818,0,1,0.4250601733588461,5742616
1794,368162,2,0,0.6216551427948755,5647548
1795,92996,0,0,0.522834109859868,993234
1796,593823,0,1,0.6931800347068969,8122901
1797,573601,0,1,0.622640063013135,631185
1798,391636,0,8,0.5739688765741837,7800860
1799,628053,1,4,0.5466866988069963,2530084
1800,916342,0,3,0.570127445996026,6165871
1801,875379,1,3,0.6069875300207482,922833
1802,934637,0,2,0.7228069444299715,4623790
1803,893612,1,0,0.6854959050234728,6286571
1804,791622,1,0,0.3990621047256103,9095024
1805,694795,0,1,0.5910989151873356,964607
1806,808517,0,0,,6818861
1807,126044,1,3,0.4919497683527119,2520797
1808,756176,1,4,0.5430384303733916,7863479
1809,821932,3,1,,6160616
1810,262122,0,1,0.3883294126398464,3635533
1811,775902,0,0,0.4980538083280816,1345483
1812,129481,0,4,0.606835028756197,679948
1813,797033,1,2,0.6067334199289113,7212933
1814,353598,0,2,,8770646
1815,308876,1,0,,9032263
1816,834997,0,2,0.5043915324742732,4462083
1817,514623,0,0,,5751518
1818,107940,0,5,0.5452234138072727,5445516
1819,858675,0,0,0.3719807005181177,700442
1820,505481,0,0,,3729314
1821,594904,0,0,0.4726751736932563,5443678
1822,747580,0,0,0.3260288993113341,3542323
1823,332700,0,1,0.5298649623852705,6643462
1824,976369,0,0,0.3940178472726093,9413071
1825,679730,0,0,0.4404396695602368,5138694
1826,432058,0,3,0.6080560740690575,1450019
1827,740498,0,0,0.2157278264088223,4667337
1828,801283,0,0,0.3275908244575751,2385446
1829,539616,0,0,0.3176973711610151,4757450
1830,620447,1,1,0.7764554390782819,4477763
1831,772315,0,2,0.5454437446082123,5306809
1832,805314,0,0,0.3269877087775192,2218985
1833,622295,0,0,0.4928181363365424,7389438
1834,769923,0,4,0.6299848044740747,6771622
1835,761062,0,0,0.5447521777586471,6522510
1836,602588,0,1,0.3942650149428709,4732035
1837,83737,0,0,0.4183048565105679,9704991
1838,543924,0,2,0.7646900997648359,2770463
1839,596744,0,0,0.6966010337271471,1394629
1840,240384,0,2,0.6321993849634755,802771
1841,846855,0,0,0.6031632370958914,1869830
1842,69212,0,0,0.5245211285285368,5439062
1843,5949,0,0,0.5087644219573085,962403
1844,764054,2,2,,5897588
1845,501875,0,1,0.5478432125011079,3877040
1846,196456,3,4,0.4070005307400174,7127624
1847,493706,0,5,0.7641171567990139,6659217
1848,241076,0,0,0.3373787641557072,4171995
1849,734835,0,0,0.4616897166171542,8896213
1850,70698,1,3,0.5586102096002697,1267057
1851,148192,0,0,0.6379102144121085,8186725
1852,900823,1,3,0.6082079204337881,5904196
1853,756342,0,2,,4600823
1854,906649,0,0,0.3904928315382309,1523510
1855,271782,0,1,0.5829590446374744,4327450
1856,451123,0,0,0.3528605617419292,2893342
1857,357983,1,5,0.7180679557502564,1260464
1858,571194,1,2,0.3420137297724536,8416944
1859,815139,0,0,,7892130
1860,872633,0,0,,3893062
1861,291065,0,1,0.5744303378575564,8653334
1862,865832,1,5,0.5837375306849749,9968031
1863,37656,1,6,0.1995862649955144,6236082
1864,769768,0,0,0.3485104683249054,5016324
1865,480887,0,0,0.3763609329888923,7449341
1866,387428,0,0,0.4546562937959736,5070617
1867,330099,0,0,0.2543928838634379,6363535
1868,613717,0,0,0.4301725188324181,8898187
1869,911473,0,0,0.5859101362400143,7240832
1870,563175,1,2,0.5000798154654826,7046207
1871,272001,0,0,,801399
1872,215445,0,0,0.4425234857699696,2874201
1873,578635,0,4,,3250460
1874,887325,0,0,0.2983002002798249,4032317
1875,110283,0,0,0.5635661989200738,88617
1876,613670,1,0,0.5528557246369896,1889467
1877,491511,0,0,0.4849151408745666,8380990
1878,403031,0,0,,2065271
1879,210484,0,0,0.2052827746067424,4739006
1880,602790,0,0,0.2412935569513577,4870217
1881,976407,0,1,0.6200389582828856,1365436
1882,411490,0,0,0.3042562428251973,5479646
1883,657351,1,4,0.6608490340692316,4767880
1884,949479,0,1,,7331009
1885,709084,0,1,,904050
1886,324483,0,0,0.6135322636094647,9509518
1887,269129,2,1,,4144864
1888,626587,0,1,0.6831496294142616,6101042
1889,11280,0,0,,2514501
1890,586725,0,0,,6533036
1891,850687,1,0,0.553308152582268,7561266
1892,378356,1,0,0.1428568741606682,5728167
1893,461730,0,0,0.5689042718463312,2850044
1894,589218,2,0,0.4856727576949824,572749
1895,946498,1,0,0.6793754625742531,8772674
1896,479118,0,4,0.5282959648021781,1713327
1897,744591,0,0,0.4694285820819799,2761516
1898,633972,0,0,0.1966518580351812,3062127
1899,223390,0,0,0.4074307626863781,6389922
1900,758891,0,0,0.4344065093807981,5526381
1901,736939,0,0,0.4547714598756744,2670219
1902,733325,0,0,,4590192
1903,393981,0,0,0.5371232990680931,6077611
1904,471822,1,1,0.6340212804612396,4932751
1905,540570,0,0,0.3376774662073182,3893777
1906,278283,0,0,0.3978857195047106,3198828
1907,264164,0,0,,9534161
1908,505778,0,0,0.6111742157695501,1823307
1909,981161,0,0,0.4061774183487175,6514204
1910,380644,1,0,0.5932952607036057,7822956
1911,436817,0,2,,782846
1912,237309,0,0,0.4310118692564083,5907218
1913,576563,1,4,0.6606202402761614,4673913
1914,313857,0,0,0.3597423112305584,7393648
1915,849983,0,0,0.6952752089780221,5107485
1916,33096,0,0,0.5537761327931844,1734094
1917,820080,0,0,0.8012142311019844,8005217
1918,959200,1,0,0.8456270968062706,4359728
1919,704651,0,0,0.613793495440892,5553200
1920,516737,1,2,0.4748507882647603,5358928
1921,744557,0,0,0.5121611533628815,9101194
1922,884200,0,0,0.4921613731854921,1953500
1923,980162,0,3,0.5570043831736404,4542217
1924,138549,0,5,0.6855793795050787,752305
1925,661049,0,0,,7877951
1926,145781,1,3,0.4472392183805535,9629948
1927,884877,0,1,0.3626070571005141,9110438
1928,616755,0,0,0.3311444080390952,7558101
1929,993761,0,0,0.6665708808245926,6640010
1930,391958,0,2,0.7597218689925157,1784327
1931,235541,1,1,0.3554484102410427,3662086
1932,603591,0,0,0.4911714317868657,6442483
1933,527814,0,3,0.5090413982006466,3082572
1934,903819,0,0,0.5727872533240705,6110015
1935,856747,0,0,,681237
1936,153420,0,0,0.1702452857312173,3111343
1937,610675,0,0,0.6231426423796359,4292545
1938,103124,0,0,0.5535588872675963,8803425
1939,37021,0,0,0.4555194990814978,7172124
1940,97800,0,4,0.5543950016032893,7101556
1941,559326,0,0,0.2544700935636953,9616519
1942,942534,0,3,0.397751130243592,3571821
1943,187174,0,1,,3372189
1944,373573,0,6,0.6675682172147324,1657145
1945,417589,0,0,0.6063061374642535,6884098
1946,297130,0,0,0.3909633860367781,181180
1947,930707,0,5,0.5636298303010419,8185609
1948,784749,1,1,0.5051272639867151,2405655
1949,742437,0,1,,3811764
1950,61889,2,2,0.5883010090816301,9914759
1951,284158,1,3,0.5505629540058324,3540760
1952,117479,0,0,0.355992241229828,2611665
1953,73432,0,0,0.3035289246474821,6585266
1954,717981,1,4,0.6082481234143344,946464
1955,570855,0,4,0.5656002831268322,5352427
1956,91308,1,0,0.2837396402134595,7364527
1957,771944,0,5,0.6563811456013456,9425837
1958,64984,0,0,0.4025785640861608,7447262
1959,739655,1,4,0.6877893170484483,3628661
1960,557158,0,3,,2431812
1961,988458,3,4,0.5658647797711369,602079
1962,844425,2,2,0.5074746711773291,4030276
1963,343044,1,0,0.6477397119577972,4270547
1964,104623,1,3,0.7146041051611214,2304693
1965,401259,1,0,0.5876351706646832,3033650
1966,56428,0,0,0.3276972993667342,2968901
1967,297716,0,0,0.3457415848717494,4187355
1968,261464,1,0,0.4646190914516829,1827892
1969,124833,0,3,0.5704282195243078,1589512
1970,745999,0,1,0.5461243165310067,7511384
1971,226,0,0,0.4541773038411031,1708817
1972,947390,0,0,0.4852303649056671,4209990
1973,498673,0,5,0.6952148312049189,6710263
1974,757922,0,0,0.3060569212575669,4497790
1975,865316,0,2,0.6527368124494255,444700
1976,620590,0,0,0.4365877926342473,6646427
1977,231919,0,0,0.6303208291323615,7034982
1978,458828,0,2,0.3070550976960573,9973183
1979,94127,0,0,0.5980895336803876,4179583
1980,154809,0,0,0.405846593806807,2198022
1981,789131,1,0,0.5757451296405501,7420949
1982,26883,0,0,0.6183002944413831,8626898
1983,245852,1,1,0.5839314559764571,1109438
1984,424685,0,0,0.5730305069553552,493693
1985,742144,0,1,0.7439687621339224,8787280
1986,74744,0,0,0.3187556952308137,9240798
1987,894333,0,0,0.6855670948359924,8779648
1988,131400,0,6,0.7484736559983464,8025689
1989,934104,2,0,0.6355599395913655,6417941
1990,849845,0,0,0.3406862555323136,1885046
1991,519948,0,1,0.4647727031848582,2106253
1992,127507,0,0,0.5387208204393835,857763
1993,503269,1,0,0.3740604475477269,6906194
1994,337559,0,2,0.5795819505506645,491217
1995,210028,0,1,0.5216370293764842,2144698
1996,625565,0,2,,3306863
1997,232262,0,0,0.3995310114066084,2223313
1998,277499,0,0,0.711130247514043,1981566
1999,761455,2,4,0.6810789500454674,5598610
2000,330207,3,3,0.6172238033115515,5408390
2001,927059,0,0,0.3449080748268442,9996668
2002,22905,0,0,0.5431775519517923,6149496
2003,270333,0,2,0.5832612783680788,8705686
2004,168510,1,0,,5246086
2005,125408,1,2,0.7079048188214504,3767625
2006,107410,0,0,0.3086760491529937,2472784
2007,912595,1,0,0.4532261163998474,3831568
2008,137209,0,1,0.6680436827403672,9695460
2009,882775,0,0,0.4237711447220497,1852600
2010,926478,0,1,0.4779624315482342,8868236
2011,756207,0,2,0.6165145855943818,1316074
2012,96679,0,0,0.1541351795574787,2598633
2013,30993,0,0,0.5426376550206501,7129801
2014,904544,0,0,0.7976152776255272,4105780
2015,660975,1,1,0.5752234865821753,1410535
2016,343102,0,0,0.3763502094705643,1169046
2017,748173,0,1,0.2539444112229153,9530182
2018,466515,1,0,0.3978853338946178,6761836
2019,80504,0,3,,2946046
2020,648192,0,3,0.4760755481035748,8859093
2021,900525,0,0,0.3413656943911265,5298184
2022,629147,0,0,0.6742126938809867,2563038
2023,126571,0,0,0.4556299715795965,2777161
2024,919697,1,1,0.647036115942897,5851181
2025,26688,0,3,0.5551939776516457,1643559
2026,474971,1,2,0.5131929341910539,6897637
2027,287540,0,0,0.5682407176327693,2201550
2028,584269,0,2,0.3331783936397684,7505683
2029,326608,1,0,0.5392138269084618,6090290
2030,450029,0,0,0.6018126779616341,5171694
2031,792310,1,0,0.3630724927822561,6500753
2032,166073,0,0,0.545089952761571,4867467
2033,521571,0,0,0.3582560449825787,7607422
2034,418047,0,5,0.5935481774271312,2405432
2035,407435,0,1,0.6380148539874897,9910550
2036,902008,1,0,0.2893073879601041,4881343
2037,635622,0,0,0.5799385856829034,2972851
2038,754120,0,0,,3188287
2039,3131,1,1,0.4137739689907644,2670488
2040,747188,0,0,0.3921298915339043,8562285
2041,219595,0,0,0.5576866532602021,3295524
2042,284540,0,4,0.6541771817285776,2428839
2043,324448,0,0,0.2652885371930958,4314306
2044,638240,0,0,0.5797370090434051,1917240
2045,335001,0,0,0.3524113564969917,8726119
2046,569662,1,0,0.3674159775277167,7761988
2047,832941,0,0,0.5231534917481532,9210849
2048,416816,0,0,0.3243896616360899,9403838
2049,978371,0,0,0.522308261261471,6851537
2050,918452,0,0,0.5892026667509174,2152777
2051,905397,0,0,0.3828274809687304,2581896
2052,314202,0,0,0.2180558125783903,7953841
2053,827578,0,2,0.5724357121716819,1419896
2054,531612,0,0,,6441413
2055,922977,0,1,0.3820266609685973,3153979
2056,26816,0,1,0.4595544325174388,7990618
2057,466383,0,1,0.4724089205532677,5756858
2058,877770,0,0,0.4691488744590532,4564779
2059,516391,0,0,0.4955551858020328,3177802
2060,331819,1,0,0.615268901119859,9644438
2061,439435,0,0,,3655066
2062,430019,0,0,0.5250778544124233,1507762
2063,873325,0,0,0.4728683213157021,4416519
2064,852514,0,0,0.7312594762628961,4693659
2065,198903,0,0,0.4075471513781581,4766593
2066,351071,1,3,0.3947330860408181,803548
2067,65898,1,1,0.6212693959586079,329267
2068,671746,0,4,0.4887111046934922,394953
2069,760605,0,0,0.5050324631686071,8752926
2070,435057,0,0,0.5336166248933796,1046287
2071,311722,0,0,0.3729905825054102,1375478
2072,309217,0,0,0.7124443067499009,1086001
2073,237542,0,0,0.5668311217565926,8158012
2074,911614,0,0,0.4631298696568432,3138812
2075,219279,0,0,0.4031187478227301,8162710
2076,520036,2,0,0.7254912502311535,9167703
2077,834244,0,0,,2940833
2078,603871,0,0,0.6428083488556897,6088941
2079,78431,0,0,0.529341745353105,1622038
2080,979335,0,3,0.5584527325845159,3083628
2081,642405,0,1,0.561554377080833,4138713
2082,734738,0,0,0.4999499112302965,3937066
2083,722357,0,0,0.4356390669963485,201939
2084,755140,0,1,0.6393590227883027,5203285
2085,989076,0,0,,4367180
2086,684778,0,0,0.4559494824210867,447902
2087,943932,0,0,0.6326203241626039,956180
2088,50084,0,1,0.4894506956168617,9382186
2089,845620,0,0,0.2906223251969785,6594511
2090,934382,0,1,0.7241955103170054,3245468
2091,765151,0,0,0.6978280154019372,9639956
2092,364440,0,0,0.3487762969844098,6905248
2093,743449,0,2,0.5745601199336416,4729402
2094,189983,0,1,0.7580551774843504,3328082
2095,39529,0,1,0.6250413249606896,5247339
2096,982534,0,0,0.4128507805979658,4071597
2097,230922,2,1,0.6405696960591507,6854521
2098,466162,0,3,0.3737428531911823,8851704
2099,873153,0,0,0.3114582357707357,5495896
2100,29449,1,1,0.6271623552865446,5945064
2101,459304,0,0,0.4192330497534948,8648425
2102,149754,0,0,0.5735998414233406,4361277
2103,143460,0,1,0.7180500037016229,2155704
2104,100663,0,0,,1554413
2105,723172,0,0,0.4452397305357933,9313114
2106,375459,0,0,0.6040143143469311,3214833
2107,375184,2,1,0.3684660188079731,8305701
2108,137374,0,0,0.4362970860949016,3596876
2109,257003,0,4,0.3133433098588541,5756049
2110,293988,0,0,0.6001310093299637,8254876
2111,893885,1,0,0.7039910851555973,3933256
2112,619329,0,5,0.6258479108755962,3499842
2113,356221,0,0,0.3169549856454914,3743741
2114,263650,0,0,0.4978181078554071,9510179
2115,26068,0,0,0.4692976564095875,9798056
2116,488670,0,6,0.6896413340803383,6182059
2117,539261,0,0,,5162496
2118,582320,1,4,0.4090419121576007,9255042
2119,923366,0,3,0.5326129835682918,734278
2120,542,0,0,,1144775
2121,609396,2,2,0.7655869449206536,3906955
2122,207095,0,1,0.3384209773917692,8639994
2123,370509,0,8,0.7885664331293374,9260297
2124,414418,0,0,0.5580379199417775,9056304
2125,210455,0,6,0.4762108230923552,9670711
2126,277877,0,0,0.3505557155422572,2396584
2127,867133,0,3,,4990198
2128,75850,0,0,0.5060336130247308,8850178
2129,730488,0,0,0.4917950386862773,2177241
2130,261354,0,0,0.6997710983149215,7871684
2131,605330,0,0,0.2367749959616055,5252801
2132,946135,0,0,0.3774203905415542,9571696
2133,583046,0,1,0.4196007692453413,1807263
2134,17273,0,2,0.123977548630641,7327754
2135,355449,0,1,0.6453992259248305,2586627
2136,640219,0,2,0.4237378641698245,1869445
2137,239558,0,0,0.3629215326623253,3244303
2138,524634,0,0,0.4926039647553179,8646563
2139,171568,0,2,0.601822301869865,1440163
2140,375322,0,2,0.6062550323138055,651563
2141,639474,0,0,0.4028825434043423,232015
2142,855355,0,0,0.5353128388192372,5974603
2143,293072,0,0,0.4839548732891249,9296102
2144,528528,2,7,0.4225679672628089,7641507
2145,458933,0,0,0.2377429797670804,1170135
2146,495705,1,1,0.8163355504321163,1930629
2147,475525,0,0,0.3829853698679646,3060838
2148,98072,1,0,0.7182464696448215,1789478
2149,326875,0,0,0.6327218261481451,6569860
2150,173718,0,2,0.5742174527670603,1107452
2151,255141,0,0,0.3907628569968647,4828164
2152,255200,0,0,0.0533575454627435,8194610
2153,438776,0,2,0.4918327606370408,1405973
2154,710221,0,2,0.4517771757837985,9264071
2155,144117,0,0,0.3856329585067835,2966251
2156,66238,0,1,,4213279
2157,909696,0,0,0.6558041770375599,7126758
2158,80686,0,1,0.6308423358739552,4623472
2159,19144,0,0,0.4930343494618846,2257151
2160,839917,0,1,0.5254893642134176,3682574
2161,778159,0,2,,6443064
2162,452828,0,0,0.6304263342185482,9411954
2163,476160,0,0,0.4730887680061617,2782160
2164,515497,0,2,0.5958371735450096,1254153
2165,413160,0,0,0.3560925928410373,1216283
2166,977402,1,2,0.470541767873757,9665136
2167,144033,0,1,,7551117
2168,901502,0,0,0.5999885146956511,1119137
2169,379539,0,4,0.7146856523438829,5643985
2170,450283,1,1,0.6341607287829374,2135269
2171,266757,0,0,0.4411041307313577,5968752
2172,934754,0,0,0.7246438662273011,8526843
2173,131347,0,2,0.4919249368588813,7902285
2174,104918,1,0,0.6277294055932903,1439294
2175,478922,0,0,0.5851312984158576,5901280
2176,81923,0,3,0.4316815860923179,9639786
2177,858902,1,1,0.7071368241291672,1236884
2178,103963,0,0,0.7019551732236028,8989097
2179,13158,0,3,0.2625927481910242,6510471
2180,403612,0,3,0.5828923586167308,1777997
2181,161526,0,3,0.6590255213877537,167130
2182,347548,0,0,0.6495399151988311,7311993
2183,440831,0,0,0.3900668519222092,1153063
2184,170034,2,0,0.7258759547550023,2080915
2185,280967,0,0,0.4016725835453395,3326162
2186,36103,0,6,0.6101559992595543,550507
2187,97567,0,1,0.3552297444868037,2948687
2188,407469,0,0,0.5818195278168231,5473930
2189,909401,0,0,0.5682701951385463,6113612
2190,900406,0,0,0.2972676937492963,3545706
2191,729740,0,0,0.5334791090547961,9986890
2192,631763,0,1,0.6241214269114793,4648590
