,VEHICLE_OWNERSHIP,VEHICLE_YEAR,ID_VEHICULO,ID
1536,1.0,after 2015,8D7NLY0J4A,501906
1537,1.0,after 2015,EE32TADN84,837820
1538,0.0,before 2015,SELESOZA7U,459931
1539,0.0,before 2015,CDSRWGB7Q6,63648
1540,0.0,before 2015,GHLZZ27IJS,487378
1541,0.0,before 2015,NAQVNMEYL0,87522
1542,1.0,after 2015,RRQUVAXS3M,719772
1543,1.0,before 2015,3R95VV5AR7,315745
1544,1.0,before 2015,ENI3GUJL1M,85714
1545,1.0,after 2015,FGOGEPYBQQ,189455
1546,1.0,before 2015,28V2GPSL8I,379039
1547,0.0,before 2015,YBGC6WJ29W,529498
1548,1.0,after 2015,Y1VET1V7BI,99292
1549,1.0,after 2015,STNL9KT8ZB,205417
1550,1.0,before 2015,E92MYBVAWH,881876
1551,0.0,after 2015,3JMMLQGLA3,643618
1552,0.0,after 2015,0JIOEJMCXW,227900
1553,1.0,before 2015,O4Y3NVNJG9,958732
1554,1.0,before 2015,4JRD2Z3WV9,522707
1555,1.0,before 2015,QOBIJGUIAY,647491
1556,1.0,before 2015,S58ENGDF55,636886
1557,0.0,before 2015,P0YUBY7DSU,956165
1558,1.0,before 2015,R2LEPXZJHI,582975
1559,1.0,before 2015,P81Y9D9RG4,801201
1560,0.0,before 2015,LE3PJ4XJVA,930000
1561,0.0,before 2015,EIWD39MBSQ,602525
1562,1.0,before 2015,2LWC4QRUUW,795747
1563,1.0,before 2015,5MM9GBGBU7,304304
1564,0.0,before 2015,U5QRIYT9LT,761953
1565,1.0,before 2015,QF4GVN24N0,94241
1566,1.0,before 2015,GGO5U8VK5E,774917
1567,1.0,after 2015,MF8CIBB0UK,692522
1568,1.0,after 2015,BP16EI5DXH,229265
1569,1.0,before 2015,15LJLB5D20,516195
1570,1.0,before 2015,35DV0IQEL0,632980
1571,1.0,before 2015,MNZHR8SAXI,356154
1572,1.0,after 2015,3EW2JC4UXZ,570724
1573,0.0,after 2015,O80YQLGZW7,486983
1574,0.0,before 2015,G2RYEAP0HN,40228
1575,1.0,before 2015,8X3DKZP85D,548605
1576,1.0,after 2015,COB75VBJ96,788956
1577,0.0,before 2015,F09B8EGYV8,841372
1578,1.0,before 2015,3SZV7WC9DO,958076
1579,1.0,after 2015,FBKDE8JHAJ,43625
1580,1.0,before 2015,85IC86C7F3,642092
1581,0.0,after 2015,DKSB5GMS6R,829408
1582,1.0,after 2015,JRDXKTZF4O,429601
1583,1.0,before 2015,M3XNXY20CM,353731
1584,1.0,before 2015,TZV0UN8OJH,78985
1585,1.0,before 2015,V4A45JBEDL,626051
1586,1.0,before 2015,ABSWCEWKQQ,843068
1587,0.0,before 2015,JDMIHKGH8H,733509
1588,1.0,before 2015,4QYZ6ZG3R2,579072
1589,1.0,after 2015,XACBG71Y6W,247930
1590,1.0,before 2015,LLJFI5YKFJ,583619
1591,1.0,after 2015,Y1H9ESCIRH,261194
1592,0.0,after 2015,7XUVCQ925T,291441
1593,1.0,before 2015,03EE2YDXJ0,959649
1594,1.0,after 2015,WCWBAG62H3,957656
1595,1.0,before 2015,V1FRCQ2NMR,39893
1596,0.0,after 2015,FNRV6A51MV,569220
1597,0.0,after 2015,SC61XFX1BB,551688
1598,1.0,after 2015,2WX4LMVX7A,873361
1599,1.0,after 2015,DU3DLVV4GM,336163
1600,1.0,after 2015,O3YGMUXSOA,875904
1601,1.0,before 2015,XL97RISAF7,234352
1602,0.0,before 2015,RIGYAQP6ZJ,44855
1603,1.0,before 2015,07YUMALNGD,859676
1604,0.0,before 2015,5FF6OQ55K4,247107
1605,0.0,after 2015,XA0CBJ674S,849205
1606,1.0,before 2015,MKA14ZTJMC,70922
1607,1.0,before 2015,HO6FRQ28O8,963823
1608,1.0,before 2015,K1XXP8JUXH,693046
1609,1.0,after 2015,G8OGVFFVM0,345209
1610,1.0,before 2015,U3A7ZXPC28,766071
1611,1.0,before 2015,51W4A82OJV,876978
1612,1.0,before 2015,J2H8403QZM,303044
1613,1.0,before 2015,0KSNBE0V3M,741452
1614,0.0,before 2015,PWMCZC7AP4,796372
1615,1.0,after 2015,E37V8XS4IL,749220
1616,1.0,before 2015,6WNDQ310MT,386712
1617,1.0,before 2015,BB05W78WI1,779758
1618,0.0,before 2015,AJBXEJMNRV,146361
1619,0.0,before 2015,54Y622B9TS,411365
1620,1.0,before 2015,CUAVLUA2QB,651342
1621,1.0,after 2015,J691AAF772,697130
1622,1.0,before 2015,OVFP4OKE11,645370
1623,1.0,before 2015,87VNDLG7ER,908167
1624,1.0,before 2015,NEAWATQ3RZ,424515
1625,1.0,before 2015,6PFR851JEF,479772
1626,1.0,after 2015,D5J8FY7MK3,854273
1627,1.0,before 2015,1WB8EW8ER2,332598
1628,1.0,before 2015,156EIW1Y02,167119
1629,1.0,before 2015,5AFQ3HTC96,819534
1630,1.0,before 2015,FUJQVTBXNC,955794
1631,1.0,after 2015,OEHOKG1LLC,62038
1632,1.0,before 2015,YRJ0N2QMLF,469767
1633,0.0,before 2015,77486ALOT3,50824
1634,0.0,before 2015,ILHIDJ12LZ,683927
1635,1.0,after 2015,IHCO6UQSVO,180207
1636,1.0,before 2015,VJ66B9O4Q4,664333
1637,1.0,before 2015,5JFTQ57FHN,430557
1638,1.0,before 2015,34XW7U27JF,150339
1639,1.0,before 2015,6G5MIT7Y6Y,778230
1640,1.0,before 2015,NRGYM2XPNA,106619
1641,0.0,before 2015,ZTGEU3NDQJ,255504
1642,1.0,after 2015,RCPW90M8AE,733619
1643,1.0,before 2015,NEYGOSLRRS,711203
1644,1.0,before 2015,XCOK6X3V4I,979002
1645,1.0,before 2015,6EJC78VEON,349753
1646,1.0,before 2015,NY2Z5C9BLZ,255616
1647,1.0,after 2015,6PQ5PD4NGD,854652
1648,1.0,before 2015,HS8AVHQPWI,766854
1649,0.0,before 2015,BQB1WFZ4IF,827045
1650,0.0,before 2015,30CSEKOZ7Y,749612
1651,1.0,before 2015,G51T1OZEMV,239854
1652,1.0,before 2015,9XW0TE9HW6,80167
1653,0.0,before 2015,15NCOGU0K4,221234
1654,1.0,before 2015,JGRDOH12TO,596082
1655,1.0,before 2015,66SUZ4UWEI,100720
1656,1.0,before 2015,GMQYN325UW,866552
1657,1.0,before 2015,9E47I84U3E,702004
1658,0.0,before 2015,TLAICK0P1Z,503181
1659,1.0,before 2015,CR7XRLSXMV,436399
1660,0.0,before 2015,OQD1LGRXW8,910245
1661,1.0,before 2015,X7Z9PEIM5A,399483
1662,1.0,before 2015,ZYIEHAUL4A,766429
1663,1.0,before 2015,KHFYXY2D5X,560473
1664,0.0,after 2015,HOLQOIMEWP,295456
1665,1.0,after 2015,B402J1YGI0,963365
1666,1.0,before 2015,D1XLNHW0KL,561813
1667,1.0,after 2015,NZOWAYJH63,447646
1668,0.0,before 2015,NSLC7BBY47,249074
1669,1.0,before 2015,IGTZGBNTI2,513940
1670,1.0,before 2015,ZJVIOQUZ7K,761223
1671,1.0,after 2015,9DR2DOSMC9,261699
1672,1.0,before 2015,B3TXQ3EPOT,535293
1673,1.0,before 2015,08BNXBJMHJ,200116
1674,1.0,before 2015,91SH086MC6,28541
1675,1.0,after 2015,YUNRW2O5LT,509716
1676,0.0,before 2015,OHOUMGC2WV,622657
1677,1.0,after 2015,1HOHT0ADB1,548627
1678,1.0,before 2015,D0PQ8JYHX9,824203
1679,1.0,before 2015,H62U9M35I2,562564
1680,1.0,after 2015,FRP1CDJGQH,220010
1681,0.0,before 2015,Y3193L06XR,501359
1682,0.0,after 2015,R7ZNBN6PPF,218598
1683,0.0,before 2015,79EEVRSI39,806500
1684,0.0,before 2015,MB89V6IDV5,210978
1685,1.0,before 2015,O8GKKB3OZ9,160719
1686,0.0,before 2015,2YN1JFE94T,73781
1687,1.0,before 2015,KF1ZA95HX6,123572
1688,0.0,before 2015,UB6RT9B9D2,174681
1689,1.0,after 2015,ERZSH75Q9U,626675
1690,1.0,before 2015,D9VNHAIILX,252367
1691,1.0,before 2015,FGPBB8AXL3,219553
1692,1.0,before 2015,1BAZO5G4AU,527488
1693,1.0,before 2015,SQ68VG25JH,243634
1694,1.0,before 2015,4FJY11EXMK,468259
1695,0.0,before 2015,WOLZ93EPZ1,508925
1696,0.0,before 2015,T05GIAWS94,477198
1697,1.0,after 2015,QKTTACGDWS,971241
1698,1.0,after 2015,932TXQBV07,38261
1699,0.0,before 2015,KXE35I8WG4,196960
1700,0.0,before 2015,3GS34U524Y,576583
1701,1.0,before 2015,A8IOZEMBGL,472205
1702,1.0,after 2015,CEZ0UFE1WQ,968469
1703,1.0,after 2015,73MJ8ZL87H,288419
1704,1.0,before 2015,XPV5I6WXNR,253649
1705,1.0,after 2015,PGGE0N9TXO,7893
1706,1.0,after 2015,MY5PCI2782,904196
1707,1.0,after 2015,MF79022WFT,546446
1708,1.0,before 2015,3QXEC0IDPO,998986
1709,1.0,after 2015,BOEI7D0LGY,757742
1710,1.0,before 2015,AM7JQMDXRN,832177
1711,1.0,before 2015,SF90MAN1DU,156807
1712,0.0,before 2015,KZXOGNW4TB,734041
1713,0.0,before 2015,CZLWNFVEXU,524160
1714,1.0,before 2015,D4KXRCHZ2P,386225
1715,1.0,after 2015,L324KZNPMB,883104
1716,0.0,before 2015,S7VBAAR97W,323571
1717,1.0,before 2015,KO4MRGWWHN,727175
1718,1.0,before 2015,B97PHI3DO7,891890
1719,0.0,before 2015,C90KQKGECR,195034
1720,1.0,after 2015,DW4PJY6GO4,499069
1721,0.0,after 2015,M9LH6XMPQA,135363
1722,0.0,before 2015,UT191QG1ZB,745958
1723,1.0,before 2015,HYUBNXRPN2,368197
1724,0.0,before 2015,5KR3LR0W88,434797
1725,1.0,before 2015,DS7NIJNM80,354302
1726,1.0,before 2015,B9E60NHHO3,959292
1727,1.0,before 2015,5NVKW9M2AS,335156
1728,1.0,after 2015,V7D5L7DBDO,556971
1729,0.0,before 2015,H9NI2U363F,451148
1730,0.0,before 2015,W2E2WKNORO,541074
1731,0.0,before 2015,44P3LPTLM6,593578
1732,1.0,before 2015,ZARWO1YEB1,927572
1733,1.0,after 2015,KFVRTFOUX4,370627
1734,0.0,before 2015,HSNTMYQA00,600608
1735,1.0,after 2015,X2W4FX2ZUM,773054
1736,0.0,before 2015,FMZ7996IBI,326697
1737,1.0,after 2015,AVZ6TB54P9,148284
1738,1.0,before 2015,X1CXUNYYB2,483232
1739,1.0,before 2015,2BFVTT8GMQ,752775
1740,1.0,before 2015,C50Z1G9Q77,317412
1741,1.0,before 2015,K0LRJRJ1PZ,694920
1742,1.0,after 2015,H9ZSDS21O0,845494
1743,1.0,before 2015,PYZPBK7OO8,922147
1744,0.0,after 2015,1WA41Y0Q7T,394677
1745,1.0,before 2015,WA50LPB2VV,831133
1746,0.0,before 2015,2IG7V2M183,458721
1747,1.0,before 2015,HDEGPVS2F9,981386
1748,1.0,before 2015,FZSAS3RXDJ,42168
1749,1.0,before 2015,G4N6VDWTIP,902925
1750,1.0,after 2015,JI3GX2Q82D,75332
1751,0.0,before 2015,DL79WWQJWP,789201
1752,1.0,before 2015,QEZW6WSFHD,332784
1753,1.0,after 2015,IO68TCONCV,861839
1754,1.0,before 2015,4B9W37WALE,249673
1755,1.0,before 2015,EAWNDJ57YX,56947
1756,1.0,after 2015,JAWH5AD6WV,668061
1757,1.0,before 2015,XRQRGWHMKC,277229
1758,1.0,before 2015,WYGBY7H7OV,210131
1759,1.0,before 2015,6MQSJQ44QM,325888
1760,1.0,before 2015,PP6VUEQ7NP,87330
1761,1.0,after 2015,J22Q18BL0K,850125
1762,0.0,before 2015,0WI53ZWM0S,318800
1763,1.0,before 2015,Y2SRXU9C51,914600
1764,1.0,before 2015,QI6Q6NBX0D,383237
1765,0.0,before 2015,P03H8ZVF08,397421
1766,1.0,before 2015,O1TBYD882D,146453
1767,1.0,after 2015,FPNZ7OP94T,954268
1768,1.0,after 2015,1WI4ZGFGRE,867300
1769,1.0,before 2015,2XO5OC90HM,250336
1770,1.0,before 2015,N2SSMFW9HY,8316
1771,0.0,before 2015,9WFEIUNMKE,887384
1772,1.0,before 2015,S7HE6OG4VO,579169
1773,0.0,before 2015,91JAFUS5WK,735228
1774,1.0,after 2015,9D97F1688W,646884
1775,0.0,before 2015,FHRWNQADQI,227345
1776,1.0,after 2015,9WBFTPOSXR,578045
1777,1.0,before 2015,GDC1525SD3,695132
1778,0.0,before 2015,3E8UVIIVL4,442801
1779,1.0,after 2015,WT6VYHIQZB,83419
1780,0.0,before 2015,TTT7UY0TIQ,266664
1781,1.0,before 2015,QW8KM89KO9,48467
1782,1.0,before 2015,N2ARVW0RA0,956725
1783,1.0,before 2015,RUFJJM4Z4H,59488
1784,1.0,before 2015,FGH55R20V8,513565
1785,0.0,before 2015,06N984K83I,855822
1786,1.0,before 2015,F67J2E78MF,493576
1787,1.0,before 2015,9N7QDHTKA6,854084
1788,1.0,before 2015,QQE1ONK98S,477066
1789,0.0,before 2015,NFZ7H0Y66H,468466
1790,1.0,before 2015,HQL11MKAA8,880743
1791,1.0,before 2015,UG6268U1IR,407928
1792,1.0,after 2015,X5FLQG2Y5I,394404
1793,0.0,before 2015,BIFJAVAROM,910818
1794,1.0,after 2015,Y67EG8ZNVF,368162
1795,1.0,before 2015,TELJ2NCXXL,92996
1796,1.0,after 2015,PGP1AXLOE1,593823
1797,1.0,after 2015,DC8XSAB3GP,573601
1798,1.0,after 2015,6M9DMAO1KQ,391636
1799,1.0,before 2015,8V3T6M8I58,628053
1800,0.0,before 2015,KXUNV5ISGX,916342
1801,1.0,before 2015,ZCXJAPBDFM,875379
1802,1.0,after 2015,QVGAMSEQR0,934637
1803,1.0,after 2015,IALC4JUTMT,893612
1804,1.0,before 2015,GMZ41GN5LK,791622
1805,0.0,after 2015,7G4TJ7H0UG,694795
1806,1.0,before 2015,R25JVANI2C,808517
1807,1.0,before 2015,UL8YS9XJ75,126044
1808,1.0,after 2015,WAVM387EIM,756176
1809,1.0,before 2015,MVVDRCPLUJ,821932
1810,1.0,before 2015,EZHLOTG6MS,262122
1811,1.0,after 2015,C0F6KUCFUQ,775902
1812,1.0,before 2015,5G1VS1EXWF,129481
1813,1.0,before 2015,MGSY3Y9MNJ,797033
1814,1.0,before 2015,QTPTSFLAG0,353598
1815,1.0,before 2015,7R33A6Q1RY,308876
1816,0.0,before 2015,PKTQBTNHFT,834997
1817,0.0,before 2015,UM206D619W,514623
1818,1.0,before 2015,G39G5554MP,107940
1819,0.0,before 2015,GMTTCT5924,858675
1820,1.0,before 2015,19BWINZLUV,505481
1821,0.0,before 2015,O1KQV5VIBD,594904
1822,0.0,before 2015,5XOH20S53X,747580
1823,1.0,before 2015,GEG2J48AJA,332700
1824,1.0,before 2015,NVFRAWWVUA,976369
1825,0.0,before 2015,W8ZI5HAYD1,679730
1826,1.0,after 2015,K1FB3NAO66,432058
1827,0.0,before 2015,Q7AEUA1RPA,740498
1828,0.0,before 2015,FE4WL9I7ZC,801283
1829,1.0,before 2015,XBDWMLSPEX,539616
1830,1.0,before 2015,XT30B5SLB0,620447
1831,1.0,before 2015,XN6ZLBDU8S,772315
1832,0.0,before 2015,SJRPC4PVQ2,805314
1833,1.0,before 2015,7BW474AY8N,622295
1834,0.0,after 2015,6SZ8PNZBEA,769923
1835,0.0,before 2015,DMNAVKWC6I,761062
1836,0.0,before 2015,M1GU7PQFLT,602588
1837,0.0,before 2015,450NX6CGVU,83737
1838,0.0,before 2015,Q37ZLV7YZY,543924
1839,1.0,before 2015,AX99M7CN6W,596744
1840,1.0,before 2015,R7U0WW6APW,240384
1841,1.0,before 2015,YSTZRAHP0S,846855
1842,1.0,before 2015,EPJL3DVSXN,69212
1843,0.0,before 2015,MBD1N7ISKT,5949
1844,1.0,before 2015,I32PAEG2JO,764054
1845,1.0,before 2015,QF9V296O5C,501875
1846,0.0,before 2015,1LM9K3GGAC,196456
1847,0.0,before 2015,VGUC9QARPD,493706
1848,1.0,before 2015,IK6FY9HJ4K,241076
1849,1.0,before 2015,W01PNR532Q,734835
1850,1.0,after 2015,W73M0RT1TS,70698
1851,1.0,before 2015,4IBC3PRWU2,148192
1852,0.0,before 2015,33INSV28Y2,900823
1853,1.0,after 2015,OV7IHO0APT,756342
1854,0.0,before 2015,L9EF16M590,906649
1855,1.0,after 2015,SPW4CG1TUO,271782
1856,1.0,before 2015,VKYBYO9XMI,451123
1857,1.0,before 2015,ICBSUDEYEE,357983
1858,0.0,before 2015,PT9BIKOTD7,571194
1859,1.0,before 2015,W3JV12G2WS,815139
1860,0.0,before 2015,7WYRP8UQWF,872633
1861,0.0,before 2015,OM7TYNU6L5,291065
1862,0.0,before 2015,BBLLC75LOR,865832
1863,1.0,before 2015,YAJ5KMX5QV,37656
1864,1.0,before 2015,76J3GXB34C,769768
1865,1.0,before 2015,1XICJ5NGEY,480887
1866,0.0,before 2015,BV0CBLKACP,387428
1867,0.0,before 2015,R6YI3I6EZ9,330099
1868,0.0,before 2015,71KIDVI8SY,613717
1869,0.0,before 2015,ZIPZ64NE6Y,911473
1870,1.0,before 2015,RPH1RK75QT,563175
1871,1.0,after 2015,H2Z3T5LWLJ,272001
1872,1.0,before 2015,W2UAAEZSDZ,215445
1873,1.0,before 2015,YG3V7R4WEB,578635
1874,0.0,before 2015,YYHOIT52XZ,887325
1875,1.0,after 2015,HOWDS9LYDV,110283
1876,1.0,before 2015,KJEUJX7QPG,613670
1877,1.0,before 2015,OBA8XJEE1B,491511
1878,0.0,before 2015,ZQZ65JE6T2,403031
1879,0.0,before 2015,UT69DNBKZF,210484
1880,0.0,before 2015,DUKLIUXQ79,602790
1881,1.0,after 2015,JJX2C9UDRJ,976407
1882,1.0,before 2015,KBDAQ4PMZQ,411490
1883,1.0,after 2015,SSHKJXLKQ1,657351
1884,1.0,before 2015,Q5S5DQTEZ9,949479
1885,1.0,before 2015,1EXEAILWAT,709084
1886,1.0,after 2015,166LP4NVGS,324483
1887,0.0,before 2015,9YMR44O6AE,269129
1888,1.0,after 2015,Y0HH2RKJXN,626587
1889,1.0,after 2015,1HBQX1KPFY,11280
1890,0.0,before 2015,MU00SK30W1,586725
1891,0.0,before 2015,O012T7REX4,850687
1892,1.0,before 2015,JH3BJTH6TF,378356
1893,1.0,before 2015,4W0UGAHJQF,461730
1894,1.0,before 2015,1TXE6IUT8D,589218
1895,0.0,before 2015,LPHIQ1GW2F,946498
1896,1.0,after 2015,BVWNCC9AXQ,479118
1897,1.0,before 2015,RJ6BVSRWVH,744591
1898,1.0,before 2015,P4JNCAVFJS,633972
1899,1.0,before 2015,NVCWJHCNUR,223390
1900,1.0,before 2015,FYSHMSJM4A,758891
1901,0.0,before 2015,MSB8G696ST,736939
1902,1.0,after 2015,IBF7HW552Q,733325
1903,1.0,after 2015,07EW4Q9U95,393981
1904,1.0,before 2015,K2OSDUTCC4,471822
1905,0.0,before 2015,UMZ8O2TKTD,540570
1906,0.0,before 2015,WEB17R8XN0,278283
1907,0.0,before 2015,4FZLV1GVNC,264164
1908,0.0,before 2015,7MBWOZM7IG,505778
1909,1.0,before 2015,XJ1SJRXJMT,981161
1910,1.0,before 2015,17CUX4WCLH,380644
1911,0.0,before 2015,46AZW50C7I,436817
1912,0.0,before 2015,J8DEYKSDYO,237309
1913,1.0,before 2015,ZX1377FRWO,576563
1914,0.0,before 2015,ZIR22JDH5O,313857
1915,0.0,after 2015,SA8AR3NQ6M,849983
1916,1.0,before 2015,PTR31O1LS5,33096
1917,1.0,after 2015,GHVFV0FACS,820080
1918,0.0,before 2015,KEKBQRM0M1,959200
1919,1.0,after 2015,QGK834DQTJ,704651
1920,0.0,before 2015,TW1MXOIOJ3,516737
1921,0.0,before 2015,OXKIL9DGAD,744557
1922,1.0,before 2015,LT3DLY8A4Z,884200
1923,1.0,after 2015,7LNQDC73E9,980162
1924,1.0,after 2015,F9WYAEXZI6,138549
1925,1.0,before 2015,FBZWF0Y00X,661049
1926,0.0,before 2015,M1LBMRNAAC,145781
1927,0.0,before 2015,7VUWN22E7I,884877
1928,0.0,before 2015,SPJT1290EA,616755
1929,1.0,before 2015,VDIKUY37YR,993761
1930,1.0,before 2015,903GNRFWNX,391958
1931,1.0,before 2015,JGEBL6DQ0I,235541
1932,1.0,before 2015,50SUSM5GH4,603591
1933,0.0,before 2015,KLTM0C29ZB,527814
1934,1.0,after 2015,MMWO7HEPZV,903819
1935,1.0,before 2015,ZWINGESN39,856747
1936,1.0,before 2015,DTMI3Y0ZS8,153420
1937,1.0,after 2015,W00JQUUA90,610675
1938,1.0,before 2015,86NA2631FZ,103124
1939,0.0,before 2015,AP03B2Q064,37021
1940,0.0,after 2015,GNC2EKUOMS,97800
1941,1.0,before 2015,WKHV4OG42S,559326
1942,0.0,before 2015,17M8AN15Q5,942534
1943,1.0,before 2015,P8NGF03FO7,187174
1944,1.0,after 2015,5OMQO2ZYYX,373573
1945,1.0,after 2015,01M6AEGBFM,417589
1946,0.0,before 2015,CGP7AB480J,297130
1947,1.0,after 2015,1M77CXD7DX,930707
1948,0.0,before 2015,CNL7ZUBSI3,784749
1949,1.0,after 2015,HK5M2Q1QHM,742437
1950,1.0,before 2015,7ETHTIOC61,61889
1951,0.0,after 2015,00M5CTMAN4,284158
1952,1.0,before 2015,DXJ4D36EGX,117479
1953,0.0,before 2015,RCKSIIOPDW,73432
1954,1.0,after 2015,FD3GOCB57W,717981
1955,1.0,after 2015,5CFCX6VMVU,570855
1956,1.0,before 2015,R4KCCMSX8L,91308
1957,1.0,before 2015,351RZE86YH,771944
1958,1.0,before 2015,PFH4HWX0J7,64984
1959,1.0,after 2015,PX0J82SULV,739655
1960,1.0,after 2015,7F84MHHSH8,557158
1961,1.0,after 2015,LW3ORJ2IOV,988458
1962,1.0,after 2015,P26SE37012,844425
1963,1.0,before 2015,0GK44I8GST,343044
1964,1.0,before 2015,T7ZY0H45AC,104623
1965,1.0,after 2015,8AOT0RHMPT,401259
1966,1.0,before 2015,MI682RXQ7D,56428
1967,0.0,before 2015,LIAOG4JM2V,297716
1968,1.0,after 2015,7TV5QEYVUU,261464
1969,1.0,before 2015,1V3MZJ25VY,124833
1970,0.0,before 2015,JNQEJQBZMR,745999
1971,1.0,before 2015,EC3XWEOZU9,226
1972,0.0,before 2015,6N74GTWIXL,947390
1973,1.0,before 2015,Q6J4NKMJKD,498673
1974,0.0,before 2015,CY5TG90MBE,757922
1975,1.0,before 2015,V444UTQF3S,865316
1976,1.0,before 2015,1WQZKPK0SL,620590
1977,1.0,after 2015,CSPCLKLFCU,231919
1978,1.0,before 2015,QSSVE4JCBP,458828
1979,1.0,before 2015,V928HCBQC5,94127
1980,1.0,after 2015,KFSWP4KHFO,154809
1981,1.0,before 2015,E6OILHH8CC,789131
1982,1.0,after 2015,4DK38V9S6U,26883
1983,1.0,after 2015,B2NJYSCVDH,245852
1984,0.0,after 2015,GIQPNN80KP,424685
1985,1.0,after 2015,WQ6BVUAXWL,742144
1986,0.0,before 2015,GLI10H3FAT,74744
1987,1.0,before 2015,EO9RVTR958,894333
1988,1.0,before 2015,RRTG58W2MJ,131400
1989,0.0,before 2015,2GP412E5VC,934104
1990,0.0,before 2015,I81O5QR334,849845
1991,1.0,after 2015,UT3I7UFW5Z,519948
1992,0.0,before 2015,MWZ5VB7CJ2,127507
1993,1.0,before 2015,Z3W0MOB52F,503269
1994,1.0,after 2015,6BPSUTMERF,337559
1995,1.0,before 2015,UHUINRRGOM,210028
1996,0.0,after 2015,R0ZLVM7ENY,625565
1997,1.0,after 2015,XN6L8W4SOR,232262
1998,1.0,before 2015,6JDAMLS2DE,277499
1999,1.0,before 2015,8MEMCRYYTK,761455
2000,0.0,after 2015,C0YD60KMLQ,330207
2001,0.0,before 2015,3TWE9UD7CQ,927059
2002,1.0,before 2015,SOLOKDCP3B,22905
2003,1.0,after 2015,4LNB9ESLBG,270333
2004,0.0,before 2015,W0OL7SLBTB,168510
2005,1.0,after 2015,4064MOYQP1,125408
2006,0.0,after 2015,R7T6UQJNY1,107410
2007,1.0,before 2015,3KX7AASRMN,912595
2008,0.0,before 2015,2SEZNLCH5I,137209
2009,1.0,after 2015,N2WBK90E46,882775
2010,1.0,before 2015,YEAPGJNB58,926478
2011,1.0,before 2015,W5EC76277G,756207
2012,1.0,before 2015,KNAW1NJ788,96679
2013,1.0,after 2015,TJXGNSLF3V,30993
2014,1.0,before 2015,9BMK00LG4D,904544
2015,1.0,before 2015,FGIYN2I3E5,660975
2016,1.0,before 2015,SYJC5FTBEB,343102
2017,1.0,before 2015,7X5V1CUDC3,748173
2018,0.0,before 2015,8OND1YJ3QA,466515
2019,0.0,before 2015,E01UGZ3LK3,80504
2020,0.0,before 2015,R4ULJPO06C,648192
2021,1.0,before 2015,VALSXDBY44,900525
2022,1.0,before 2015,273HFV7F8S,629147
2023,1.0,after 2015,HAW75V2MBC,126571
2024,1.0,after 2015,C4QAJY3XBN,919697
2025,1.0,after 2015,UK77R9GBLV,26688
2026,1.0,before 2015,47MI29PIGR,474971
2027,0.0,before 2015,MR8RW4TB73,287540
2028,1.0,before 2015,F5E9IJQRTA,584269
2029,0.0,before 2015,VUZIMIKDKQ,326608
2030,1.0,after 2015,4FUEMCQ4EB,450029
2031,1.0,before 2015,RVFM5J77H1,792310
2032,1.0,before 2015,MSUUOZR4GP,166073
2033,0.0,before 2015,PQ0NL2JETS,521571
2034,1.0,after 2015,WONNSVNJO6,418047
2035,1.0,before 2015,HYA052WRGV,407435
2036,0.0,before 2015,30ETS6VOIF,902008
2037,0.0,before 2015,GHDW0S08ZX,635622
2038,1.0,after 2015,ZMGPCECH8H,754120
2039,1.0,after 2015,HTFWYT4QRL,3131
2040,1.0,before 2015,LF5TQ2CFZI,747188
2041,1.0,before 2015,GEN211LJDU,219595
2042,1.0,before 2015,SG0PAP08HM,284540
2043,0.0,before 2015,ERACMUZ0NY,324448
2044,1.0,after 2015,D158M3FDRH,638240
2045,0.0,before 2015,PEJ4ZUWQVB,335001
2046,0.0,before 2015,ZTAQ8YOEA2,569662
2047,1.0,after 2015,HSOCDFF6L7,832941
2048,1.0,before 2015,EHTTQCPLTS,416816
2049,1.0,before 2015,IGAJ2UG1G1,978371
2050,0.0,before 2015,MWXN0EQ7B4,918452
2051,1.0,before 2015,3VIUS84AFR,905397
2052,1.0,before 2015,89MCM0R8EH,314202
2053,1.0,before 2015,NL7OLK7I59,827578
2054,1.0,before 2015,9Q2CBFAPDV,531612
2055,0.0,before 2015,74ZHK23P2B,922977
2056,0.0,after 2015,0HO67D23XI,26816
2057,1.0,before 2015,FLPVJWE10O,466383
2058,0.0,before 2015,IZ4AR0SR0D,877770
2059,1.0,before 2015,FXAMQSLT11,516391
2060,1.0,before 2015,REDQOPGA9B,331819
2061,0.0,before 2015,08S5I5QE5V,439435
2062,1.0,before 2015,5KAUAQFICK,430019
2063,0.0,before 2015,NCZSWY5U92,873325
2064,1.0,after 2015,26L0A43Y1S,852514
2065,1.0,before 2015,R8PZN9IIEQ,198903
2066,1.0,after 2015,HIRG50QZ0I,351071
2067,1.0,before 2015,FXO319A35U,65898
2068,1.0,before 2015,MWX5SPNBHD,671746
2069,0.0,before 2015,BXIGHNXS58,760605
2070,1.0,after 2015,CRVC28U2D8,435057
2071,1.0,before 2015,0468CL7P83,311722
2072,1.0,after 2015,O2SDKQSOPL,309217
2073,1.0,before 2015,BWC47RKAU2,237542
2074,1.0,after 2015,SYB3P0Z1SY,911614
2075,1.0,before 2015,NFFQX10SBH,219279
2076,1.0,before 2015,51D7LVCUIY,520036
2077,1.0,before 2015,H609TLSEX2,834244
2078,1.0,before 2015,09HGLGMIJF,603871
2079,1.0,after 2015,7XVZ2WDK36,78431
2080,1.0,after 2015,7I3HHPPDYR,979335
