,ID,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,MARRIED,CHILDREN,INCOME,POSTAL_CODE
2944,937879,female,majority,0-9y,high school,0.0,1.0,poverty,32765
2945,937766,female,majority,0-9y,high school,0.0,1.0,poverty,21217
2946,709224,female,majority,10-19y,none,0.0,1.0,middle class,32765
2947,8618,female,minority,10-19y,university,0.0,0.0,upper class,32765
2948,829698,male,majority,10-19y,high school,1.0,1.0,middle class,32765
2949,583432,male,minority,30y+,university,1.0,1.0,upper class,10238
2950,658150,male,majority,10-19y,none,0.0,1.0,poverty,10238
2951,25959,male,majority,0-9y,university,1.0,1.0,upper class,10238
2952,849780,male,majority,0-9y,university,1.0,0.0,upper class,10238
2953,807008,male,majority,10-19y,high school,0.0,0.0,poverty,10238
2954,240683,female,majority,10-19y,university,0.0,1.0,middle class,10238
2955,88282,female,majority,10-19y,high school,0.0,0.0,poverty,92101
2956,880213,female,majority,10-19y,none,0.0,1.0,middle class,10238
2957,552010,male,majority,20-29y,university,1.0,1.0,upper class,92101
2958,55969,female,majority,0-9y,high school,0.0,1.0,poverty,10238
2959,694933,female,majority,10-19y,none,1.0,1.0,poverty,10238
2960,175995,female,majority,0-9y,none,0.0,0.0,working class,10238
2961,10585,female,majority,20-29y,university,1.0,0.0,upper class,10238
2962,616068,male,majority,0-9y,none,0.0,1.0,poverty,32765
2963,859400,female,majority,30y+,university,1.0,1.0,upper class,32765
2964,974638,male,majority,0-9y,high school,1.0,1.0,upper class,10238
2965,354483,female,majority,30y+,high school,1.0,1.0,upper class,10238
2966,585379,female,majority,10-19y,high school,1.0,1.0,upper class,32765
2967,161766,female,majority,20-29y,none,0.0,1.0,working class,92101
2968,860897,male,majority,20-29y,university,1.0,1.0,upper class,10238
2969,5195,female,majority,0-9y,university,1.0,1.0,upper class,32765
2970,480896,female,majority,10-19y,none,0.0,1.0,working class,10238
2971,672155,female,majority,20-29y,high school,0.0,1.0,middle class,10238
2972,957372,male,majority,10-19y,high school,0.0,1.0,upper class,92101
2973,186080,female,majority,20-29y,university,1.0,1.0,upper class,10238
2974,608703,female,majority,20-29y,none,1.0,1.0,upper class,10238
2975,563413,male,majority,10-19y,none,0.0,1.0,working class,10238
2976,240130,male,majority,0-9y,high school,0.0,1.0,poverty,10238
2977,598271,female,majority,10-19y,university,0.0,0.0,middle class,10238
2978,215682,female,minority,30y+,high school,1.0,1.0,middle class,10238
2979,331067,female,majority,30y+,none,1.0,1.0,upper class,10238
2980,140764,male,majority,10-19y,none,0.0,0.0,poverty,10238
2981,290615,male,minority,10-19y,high school,0.0,1.0,working class,10238
2982,988795,male,majority,10-19y,university,0.0,0.0,middle class,32765
2983,263950,male,majority,10-19y,high school,0.0,0.0,working class,10238
2984,936328,female,majority,20-29y,high school,0.0,1.0,upper class,10238
2985,488928,male,majority,0-9y,none,0.0,1.0,poverty,10238
2986,253805,female,majority,20-29y,high school,0.0,1.0,middle class,10238
2987,346658,female,majority,0-9y,high school,0.0,1.0,middle class,10238
2988,212512,female,majority,0-9y,high school,1.0,1.0,upper class,32765
2989,266723,female,majority,20-29y,university,0.0,1.0,upper class,10238
2990,94106,female,majority,0-9y,university,1.0,1.0,middle class,10238
2991,956081,female,minority,10-19y,high school,0.0,0.0,poverty,10238
2992,945496,female,majority,20-29y,university,0.0,1.0,upper class,32765
2993,114580,male,majority,30y+,university,1.0,1.0,upper class,92101
2994,35009,male,majority,0-9y,none,1.0,1.0,working class,32765
2995,409758,male,majority,0-9y,university,1.0,1.0,middle class,10238
2996,456703,female,majority,20-29y,none,1.0,1.0,poverty,32765
2997,264463,male,minority,10-19y,none,1.0,1.0,working class,10238
2998,580209,male,minority,10-19y,high school,1.0,1.0,upper class,10238
2999,326435,female,majority,20-29y,none,0.0,0.0,working class,32765
3000,480276,female,majority,20-29y,university,1.0,1.0,upper class,32765
3001,881811,female,majority,0-9y,high school,0.0,0.0,poverty,10238
3002,374794,male,majority,10-19y,none,0.0,1.0,working class,10238
3003,354854,male,minority,0-9y,none,0.0,0.0,poverty,32765
3004,682240,female,majority,20-29y,high school,0.0,1.0,upper class,10238
3005,669186,male,majority,0-9y,university,0.0,1.0,upper class,10238
3006,798627,male,majority,10-19y,university,1.0,1.0,middle class,92101
3007,285501,female,majority,0-9y,none,0.0,0.0,poverty,32765
3008,593292,female,majority,0-9y,none,0.0,1.0,poverty,32765
3009,649724,female,minority,10-19y,university,0.0,0.0,upper class,32765
3010,53151,male,majority,20-29y,high school,1.0,1.0,upper class,32765
3011,742412,female,majority,20-29y,high school,0.0,0.0,middle class,10238
3012,898555,female,majority,0-9y,high school,1.0,0.0,working class,10238
3013,685826,male,majority,0-9y,high school,0.0,0.0,poverty,10238
3014,650607,female,majority,10-19y,high school,0.0,1.0,working class,10238
3015,653656,female,minority,0-9y,high school,1.0,1.0,upper class,32765
3016,470627,male,majority,10-19y,none,0.0,1.0,working class,10238
3017,703985,female,majority,0-9y,none,0.0,1.0,poverty,10238
3018,110908,male,majority,10-19y,university,1.0,1.0,upper class,10238
3019,762382,male,majority,10-19y,university,1.0,1.0,middle class,32765
3020,932849,female,majority,0-9y,none,0.0,1.0,poverty,10238
3021,69295,male,majority,20-29y,university,0.0,0.0,middle class,10238
3022,568413,male,majority,10-19y,university,0.0,0.0,middle class,10238
3023,427575,male,majority,0-9y,university,0.0,0.0,middle class,10238
3024,624500,male,majority,0-9y,none,1.0,1.0,working class,10238
3025,939343,male,majority,20-29y,university,0.0,1.0,upper class,10238
3026,857032,female,minority,20-29y,high school,1.0,1.0,upper class,10238
3027,583790,female,majority,10-19y,none,0.0,0.0,working class,32765
3028,66507,male,majority,20-29y,university,0.0,1.0,upper class,10238
3029,660963,male,majority,0-9y,university,0.0,0.0,middle class,10238
3030,396892,male,majority,0-9y,none,0.0,1.0,poverty,10238
3031,787390,male,majority,20-29y,high school,0.0,1.0,working class,10238
3032,114334,male,majority,0-9y,none,1.0,1.0,upper class,10238
3033,533851,male,majority,20-29y,high school,0.0,1.0,middle class,32765
3034,962897,male,majority,10-19y,high school,1.0,1.0,poverty,10238
3035,14622,male,majority,10-19y,university,1.0,1.0,middle class,32765
3036,433224,male,majority,0-9y,high school,0.0,0.0,middle class,92101
3037,729287,female,minority,0-9y,high school,0.0,1.0,poverty,10238
3038,36679,male,majority,20-29y,university,0.0,0.0,upper class,10238
3039,558275,female,majority,10-19y,none,0.0,1.0,poverty,10238
3040,724723,female,majority,0-9y,none,0.0,0.0,poverty,10238
3041,738651,male,majority,10-19y,university,0.0,0.0,middle class,10238
3042,200265,male,majority,30y+,university,1.0,1.0,upper class,10238
3043,904742,male,majority,10-19y,high school,1.0,1.0,middle class,10238
3044,585226,male,majority,10-19y,high school,0.0,0.0,middle class,10238
3045,172866,female,majority,0-9y,none,0.0,0.0,working class,10238
3046,636846,male,majority,0-9y,none,0.0,1.0,working class,10238
3047,277818,male,majority,10-19y,university,0.0,1.0,upper class,10238
3048,516380,male,majority,20-29y,university,0.0,0.0,middle class,10238
3049,916128,male,majority,20-29y,university,1.0,1.0,upper class,92101
3050,833465,male,majority,0-9y,university,0.0,0.0,middle class,10238
3051,967513,male,majority,20-29y,high school,1.0,1.0,upper class,10238
3052,4747,female,majority,20-29y,none,0.0,1.0,middle class,10238
3053,113033,male,majority,0-9y,high school,0.0,0.0,working class,10238
3054,169421,female,majority,0-9y,university,0.0,1.0,middle class,10238
3055,461175,male,majority,20-29y,high school,0.0,1.0,middle class,10238
3056,768887,male,majority,10-19y,university,1.0,1.0,upper class,10238
3057,869635,male,majority,20-29y,none,0.0,1.0,working class,10238
3058,889608,male,majority,10-19y,high school,0.0,1.0,working class,10238
3059,645837,male,majority,20-29y,university,1.0,1.0,upper class,10238
3060,529269,female,majority,0-9y,high school,1.0,0.0,working class,10238
3061,660589,male,majority,30y+,high school,0.0,1.0,upper class,32765
3062,366205,male,majority,0-9y,high school,0.0,0.0,working class,10238
3063,147573,male,majority,0-9y,high school,0.0,0.0,poverty,10238
3064,980859,male,majority,0-9y,none,1.0,0.0,poverty,10238
3065,719606,male,majority,10-19y,university,1.0,1.0,upper class,10238
3066,493290,female,majority,30y+,high school,1.0,1.0,working class,10238
3067,946287,female,majority,30y+,high school,1.0,1.0,upper class,32765
3068,888398,female,majority,20-29y,university,0.0,0.0,upper class,10238
3069,967160,male,majority,0-9y,high school,0.0,0.0,working class,32765
3070,381397,female,majority,10-19y,high school,0.0,0.0,upper class,32765
3071,41476,female,majority,10-19y,high school,0.0,1.0,middle class,92101
3072,71738,female,majority,30y+,university,0.0,1.0,upper class,10238
3073,629213,female,majority,10-19y,university,0.0,1.0,upper class,32765
3074,287667,female,majority,0-9y,university,1.0,1.0,upper class,10238
3075,930890,male,majority,10-19y,none,0.0,1.0,working class,10238
3076,364501,male,majority,0-9y,high school,0.0,1.0,middle class,10238
3077,14977,male,majority,10-19y,high school,0.0,0.0,middle class,32765
3078,40972,female,majority,30y+,university,0.0,1.0,upper class,10238
3079,149264,female,majority,0-9y,high school,0.0,1.0,working class,32765
3080,352772,female,majority,10-19y,none,0.0,0.0,middle class,10238
3081,606131,female,majority,0-9y,high school,0.0,0.0,poverty,10238
3082,901806,female,minority,0-9y,high school,0.0,1.0,poverty,10238
3083,25407,male,majority,0-9y,none,0.0,1.0,poverty,32765
3084,923149,female,majority,0-9y,university,1.0,1.0,upper class,10238
3085,309220,male,minority,10-19y,none,0.0,0.0,poverty,10238
3086,702797,female,majority,20-29y,high school,1.0,1.0,middle class,32765
3087,471696,male,majority,10-19y,university,1.0,1.0,middle class,10238
3088,97081,male,minority,10-19y,none,0.0,0.0,poverty,10238
3089,698126,male,majority,20-29y,university,1.0,1.0,upper class,10238
3090,740753,male,majority,0-9y,university,1.0,1.0,upper class,32765
3091,899267,female,majority,30y+,high school,1.0,1.0,upper class,10238
3092,39690,female,minority,0-9y,high school,1.0,1.0,upper class,10238
3093,273754,male,minority,0-9y,high school,1.0,0.0,working class,10238
3094,544613,male,majority,0-9y,high school,0.0,0.0,poverty,32765
3095,596471,male,majority,0-9y,university,1.0,1.0,upper class,10238
3096,58313,male,minority,10-19y,high school,0.0,0.0,working class,10238
3097,399343,female,majority,0-9y,high school,0.0,0.0,poverty,32765
3098,247693,female,majority,0-9y,high school,0.0,1.0,poverty,10238
3099,871443,female,majority,20-29y,university,1.0,1.0,upper class,10238
3100,835632,male,majority,10-19y,university,1.0,0.0,middle class,32765
3101,841651,female,majority,30y+,university,0.0,1.0,upper class,21217
3102,819823,female,majority,10-19y,none,1.0,1.0,working class,10238
3103,565255,male,majority,0-9y,university,0.0,1.0,working class,10238
3104,622256,female,majority,0-9y,high school,1.0,1.0,upper class,10238
3105,170305,female,majority,10-19y,university,0.0,1.0,upper class,10238
3106,294405,male,majority,20-29y,none,0.0,0.0,poverty,32765
3107,601392,female,majority,20-29y,high school,1.0,1.0,upper class,32765
3108,563041,female,majority,0-9y,university,0.0,1.0,upper class,32765
3109,372710,male,majority,20-29y,high school,0.0,1.0,middle class,10238
3110,891189,female,majority,0-9y,high school,0.0,0.0,poverty,10238
3111,523455,female,majority,10-19y,high school,0.0,0.0,middle class,10238
3112,435966,male,majority,0-9y,high school,0.0,0.0,working class,10238
3113,762720,male,majority,0-9y,none,0.0,1.0,poverty,32765
3114,616839,male,minority,0-9y,university,0.0,0.0,upper class,10238
3115,694861,male,majority,20-29y,high school,1.0,1.0,upper class,92101
3116,290229,female,minority,20-29y,none,0.0,0.0,poverty,10238
3117,840160,female,majority,0-9y,high school,1.0,1.0,upper class,32765
3118,183967,female,majority,10-19y,university,1.0,1.0,upper class,10238
3119,258115,male,majority,20-29y,university,1.0,0.0,upper class,10238
3120,406487,male,majority,0-9y,high school,0.0,0.0,poverty,10238
3121,566498,female,majority,0-9y,high school,1.0,1.0,middle class,92101
3122,466544,male,majority,30y+,university,1.0,1.0,upper class,10238
3123,6708,female,majority,10-19y,none,0.0,1.0,middle class,32765
3124,999039,female,majority,10-19y,university,1.0,1.0,middle class,32765
3125,600353,female,majority,30y+,university,1.0,1.0,upper class,10238
3126,395714,female,majority,10-19y,none,0.0,1.0,working class,32765
3127,575033,male,majority,20-29y,high school,1.0,1.0,upper class,10238
3128,653396,male,majority,0-9y,high school,0.0,0.0,poverty,10238
3129,104896,male,majority,20-29y,high school,1.0,1.0,upper class,10238
3130,279225,male,majority,10-19y,high school,0.0,1.0,middle class,32765
3131,490664,male,majority,10-19y,university,1.0,1.0,upper class,10238
3132,126494,male,majority,30y+,university,0.0,1.0,upper class,32765
3133,913629,female,majority,0-9y,university,1.0,1.0,upper class,10238
3134,235478,female,majority,20-29y,none,0.0,1.0,working class,10238
3135,873356,male,majority,0-9y,none,0.0,1.0,working class,10238
3136,25377,male,majority,0-9y,university,1.0,1.0,upper class,10238
3137,613301,male,majority,30y+,none,1.0,1.0,upper class,10238
3138,786160,male,majority,0-9y,university,1.0,1.0,upper class,10238
3139,951670,female,majority,0-9y,university,0.0,0.0,middle class,32765
3140,908561,male,majority,20-29y,university,0.0,0.0,working class,10238
3141,829918,male,majority,10-19y,high school,1.0,1.0,upper class,10238
3142,559866,female,majority,10-19y,high school,0.0,0.0,poverty,92101
3143,41553,male,majority,0-9y,high school,0.0,0.0,working class,10238
3144,216935,female,majority,10-19y,none,0.0,1.0,poverty,32765
3145,591329,female,majority,20-29y,none,0.0,0.0,middle class,32765
3146,200691,male,majority,0-9y,high school,0.0,0.0,poverty,10238
3147,719567,female,minority,0-9y,none,1.0,1.0,poverty,10238
3148,118986,male,majority,30y+,university,1.0,1.0,upper class,10238
3149,5924,female,majority,10-19y,high school,0.0,1.0,poverty,10238
3150,659796,female,majority,10-19y,university,1.0,1.0,middle class,10238
3151,406082,female,majority,30y+,high school,1.0,1.0,upper class,32765
3152,800726,female,majority,30y+,university,1.0,1.0,upper class,32765
3153,278892,male,majority,10-19y,high school,0.0,1.0,working class,10238
3154,431795,female,majority,30y+,high school,1.0,1.0,upper class,32765
3155,325554,male,majority,0-9y,university,0.0,1.0,upper class,10238
3156,766245,male,majority,0-9y,high school,0.0,0.0,working class,10238
3157,299897,female,majority,10-19y,none,0.0,0.0,working class,10238
3158,17502,female,majority,10-19y,high school,1.0,1.0,middle class,10238
3159,33483,male,majority,10-19y,university,1.0,1.0,upper class,10238
3160,223211,female,majority,10-19y,university,1.0,1.0,upper class,10238
3161,479360,male,majority,10-19y,university,1.0,1.0,upper class,10238
3162,68125,male,minority,30y+,university,0.0,1.0,upper class,10238
3163,728209,male,majority,0-9y,none,0.0,0.0,poverty,10238
3164,159702,female,majority,20-29y,high school,1.0,1.0,upper class,10238
3165,862594,male,majority,30y+,university,1.0,1.0,upper class,32765
3166,982150,male,majority,0-9y,university,1.0,0.0,middle class,10238
3167,788465,female,majority,10-19y,none,0.0,1.0,poverty,32765
3168,665832,male,majority,20-29y,high school,1.0,1.0,upper class,10238
3169,307540,male,majority,20-29y,none,1.0,1.0,upper class,10238
3170,509164,male,majority,0-9y,none,0.0,1.0,poverty,10238
3171,28882,female,majority,10-19y,university,0.0,1.0,middle class,10238
3172,113052,male,majority,0-9y,high school,0.0,0.0,middle class,10238
3173,902987,female,majority,0-9y,university,0.0,1.0,upper class,10238
3174,410728,female,majority,20-29y,high school,1.0,1.0,upper class,32765
3175,772749,male,minority,0-9y,university,1.0,1.0,upper class,10238
3176,260884,male,majority,0-9y,high school,0.0,1.0,upper class,10238
3177,512062,male,majority,20-29y,high school,1.0,1.0,upper class,32765
3178,802909,female,minority,0-9y,none,0.0,0.0,middle class,10238
3179,825302,male,majority,20-29y,high school,0.0,1.0,middle class,10238
3180,784441,female,majority,10-19y,none,0.0,1.0,poverty,10238
3181,8309,male,majority,0-9y,high school,0.0,1.0,middle class,92101
3182,330143,female,minority,10-19y,university,1.0,1.0,upper class,10238
3183,360864,male,majority,10-19y,high school,0.0,1.0,middle class,10238
3184,891782,male,majority,0-9y,high school,0.0,0.0,poverty,10238
3185,783720,male,minority,10-19y,high school,0.0,1.0,middle class,10238
3186,409125,male,majority,0-9y,university,0.0,1.0,upper class,10238
3187,64931,female,majority,30y+,university,1.0,1.0,upper class,92101
3188,732342,female,majority,30y+,high school,0.0,1.0,upper class,10238
3189,522923,male,majority,0-9y,university,0.0,0.0,upper class,10238
3190,478302,male,majority,30y+,university,1.0,1.0,upper class,10238
3191,943632,male,majority,10-19y,university,1.0,1.0,upper class,10238
3192,19712,female,minority,10-19y,high school,0.0,1.0,middle class,10238
3193,276067,male,minority,30y+,none,0.0,1.0,upper class,10238
3194,579325,female,majority,20-29y,high school,1.0,0.0,upper class,10238
3195,758718,male,majority,0-9y,high school,1.0,1.0,working class,10238
3196,561454,female,majority,10-19y,university,1.0,1.0,upper class,32765
3197,882322,male,majority,0-9y,high school,0.0,0.0,middle class,32765
3198,35012,male,majority,20-29y,none,0.0,1.0,working class,10238
3199,357892,male,majority,0-9y,high school,1.0,0.0,poverty,32765
3200,748256,male,majority,0-9y,high school,0.0,1.0,poverty,32765
3201,118047,male,majority,10-19y,high school,1.0,0.0,middle class,10238
3202,986745,female,majority,10-19y,none,0.0,1.0,poverty,32765
3203,518535,female,majority,10-19y,university,1.0,0.0,upper class,10238
3204,420012,male,majority,10-19y,none,0.0,1.0,poverty,10238
3205,190062,male,majority,10-19y,high school,0.0,0.0,working class,10238
3206,836330,male,majority,20-29y,university,1.0,1.0,upper class,10238
3207,688730,male,majority,20-29y,none,1.0,1.0,middle class,32765
3208,559448,female,majority,20-29y,none,0.0,0.0,working class,10238
3209,272339,male,majority,0-9y,university,0.0,0.0,middle class,10238
3210,551851,female,majority,10-19y,high school,1.0,0.0,poverty,32765
3211,557804,female,majority,0-9y,high school,0.0,0.0,poverty,10238
3212,895279,female,majority,20-29y,none,0.0,1.0,middle class,10238
3213,72914,male,majority,10-19y,high school,0.0,1.0,working class,10238
3214,780961,female,majority,30y+,university,1.0,1.0,upper class,32765
3215,246434,female,majority,10-19y,high school,1.0,1.0,upper class,32765
3216,691719,male,majority,10-19y,high school,1.0,1.0,working class,92101
3217,552705,female,majority,0-9y,high school,0.0,1.0,working class,10238
3218,273160,female,majority,0-9y,university,0.0,0.0,middle class,10238
3219,67358,female,majority,20-29y,high school,0.0,1.0,middle class,10238
3220,897090,male,minority,20-29y,high school,1.0,0.0,upper class,10238
3221,170435,female,majority,0-9y,high school,1.0,0.0,poverty,10238
3222,956607,female,majority,0-9y,university,1.0,1.0,middle class,10238
3223,281734,female,majority,0-9y,university,0.0,1.0,upper class,92101
3224,96024,male,majority,0-9y,high school,0.0,1.0,poverty,10238
3225,378747,female,majority,0-9y,university,1.0,0.0,middle class,10238
3226,590245,female,minority,10-19y,university,0.0,1.0,upper class,32765
3227,246413,female,majority,10-19y,university,0.0,0.0,working class,32765
3228,683607,male,majority,0-9y,university,0.0,0.0,poverty,32765
3229,331632,male,minority,0-9y,none,1.0,1.0,working class,10238
3230,222583,male,majority,20-29y,university,1.0,1.0,upper class,32765
3231,213883,female,majority,0-9y,high school,0.0,1.0,upper class,32765
3232,250003,female,majority,20-29y,high school,0.0,1.0,upper class,10238
3233,29534,male,majority,0-9y,university,1.0,0.0,upper class,10238
3234,914388,male,majority,30y+,high school,0.0,1.0,upper class,10238
3235,957391,female,majority,0-9y,high school,1.0,1.0,poverty,10238
3236,276387,male,majority,20-29y,university,1.0,0.0,upper class,32765
3237,486150,male,majority,20-29y,university,1.0,1.0,middle class,10238
3238,773045,female,minority,20-29y,university,0.0,1.0,upper class,10238
3239,586978,female,majority,0-9y,university,1.0,0.0,upper class,10238
3240,921219,female,majority,10-19y,none,1.0,1.0,working class,10238
3241,207942,female,minority,0-9y,none,0.0,1.0,working class,10238
3242,327622,male,majority,10-19y,high school,1.0,0.0,working class,10238
3243,345510,female,minority,30y+,university,0.0,0.0,upper class,32765
3244,313208,male,minority,10-19y,high school,0.0,0.0,working class,32765
3245,453375,male,minority,20-29y,high school,1.0,0.0,middle class,10238
3246,487944,male,majority,0-9y,university,1.0,0.0,middle class,10238
3247,227891,female,majority,0-9y,high school,0.0,0.0,upper class,32765
3248,314564,female,majority,0-9y,high school,1.0,0.0,poverty,10238
3249,306173,male,majority,0-9y,university,0.0,1.0,working class,10238
3250,703581,male,majority,10-19y,high school,1.0,1.0,upper class,10238
3251,998901,female,majority,10-19y,none,1.0,1.0,working class,92101
3252,550420,female,minority,10-19y,high school,0.0,1.0,upper class,32765
3253,741036,female,majority,20-29y,university,1.0,0.0,upper class,32765
3254,765391,male,majority,20-29y,high school,1.0,1.0,working class,10238
3255,778184,female,majority,30y+,university,1.0,1.0,upper class,10238
3256,88198,male,majority,10-19y,none,0.0,1.0,poverty,32765
3257,810318,male,majority,20-29y,high school,1.0,1.0,middle class,10238
3258,517060,female,majority,10-19y,university,1.0,1.0,upper class,10238
3259,511639,female,majority,20-29y,high school,1.0,1.0,upper class,32765
3260,389152,female,majority,0-9y,high school,1.0,1.0,middle class,32765
3261,209049,male,majority,10-19y,university,1.0,1.0,upper class,32765
3262,20986,male,majority,10-19y,university,1.0,1.0,upper class,32765
3263,273504,male,majority,30y+,university,1.0,1.0,upper class,10238
3264,700831,male,majority,0-9y,high school,0.0,1.0,working class,10238
3265,384446,male,majority,20-29y,university,1.0,1.0,upper class,10238
3266,550482,female,majority,0-9y,high school,0.0,1.0,working class,10238
3267,572797,male,majority,10-19y,high school,0.0,0.0,middle class,10238
3268,11854,male,majority,0-9y,high school,1.0,1.0,working class,10238
3269,517332,male,majority,0-9y,high school,0.0,0.0,middle class,32765
3270,864356,male,majority,20-29y,university,1.0,1.0,upper class,10238
3271,850066,female,majority,20-29y,high school,0.0,1.0,middle class,10238
3272,428609,male,majority,10-19y,high school,0.0,0.0,working class,10238
3273,590798,male,majority,0-9y,high school,0.0,1.0,poverty,92101
3274,142359,female,minority,0-9y,none,0.0,1.0,poverty,10238
3275,612627,female,majority,10-19y,none,0.0,0.0,poverty,10238
3276,926871,female,majority,10-19y,university,1.0,1.0,working class,32765
3277,738180,female,majority,0-9y,high school,0.0,0.0,middle class,32765
3278,201203,female,majority,20-29y,university,0.0,0.0,middle class,32765
3279,987920,male,majority,0-9y,university,0.0,1.0,upper class,10238
3280,795672,male,majority,10-19y,none,0.0,0.0,poverty,32765
3281,116168,male,minority,0-9y,university,0.0,0.0,middle class,32765
3282,878870,female,majority,10-19y,high school,0.0,0.0,poverty,10238
3283,287238,female,majority,30y+,high school,1.0,1.0,upper class,10238
3284,668517,female,majority,20-29y,high school,1.0,1.0,upper class,10238
3285,210290,female,majority,30y+,university,0.0,1.0,upper class,10238
3286,723965,male,majority,10-19y,high school,0.0,1.0,working class,10238
3287,684156,male,minority,10-19y,none,1.0,1.0,poverty,32765
3288,112524,male,majority,10-19y,university,0.0,1.0,upper class,10238
3289,767456,female,majority,0-9y,none,0.0,1.0,poverty,10238
3290,843251,male,minority,0-9y,high school,1.0,1.0,working class,10238
3291,446121,male,majority,30y+,none,1.0,1.0,upper class,32765
3292,817613,female,majority,0-9y,none,1.0,1.0,middle class,10238
3293,487791,male,majority,0-9y,high school,0.0,0.0,working class,10238
3294,820634,male,majority,0-9y,university,0.0,1.0,middle class,10238
3295,328200,female,majority,10-19y,university,1.0,1.0,upper class,32765
3296,946774,male,majority,10-19y,university,1.0,1.0,upper class,10238
3297,94852,female,majority,10-19y,university,1.0,1.0,upper class,10238
3298,511559,male,majority,20-29y,high school,1.0,0.0,upper class,32765
3299,297103,female,majority,0-9y,none,0.0,0.0,poverty,10238
3300,818433,male,majority,0-9y,university,0.0,0.0,working class,10238
3301,286174,female,majority,20-29y,university,1.0,1.0,upper class,10238
3302,153124,female,majority,30y+,high school,1.0,1.0,upper class,10238
3303,151422,female,majority,30y+,university,1.0,1.0,upper class,10238
3304,284446,male,majority,0-9y,university,0.0,1.0,middle class,10238
3305,330298,female,majority,0-9y,university,0.0,1.0,middle class,10238
3306,682907,female,majority,30y+,high school,1.0,1.0,upper class,10238
3307,126967,male,majority,20-29y,university,1.0,1.0,upper class,10238
3308,20059,female,majority,30y+,none,1.0,1.0,upper class,92101
3309,3794,female,minority,0-9y,none,0.0,0.0,poverty,10238
3310,987063,male,majority,30y+,high school,1.0,1.0,upper class,10238
3311,151493,male,majority,0-9y,high school,0.0,1.0,working class,10238
3312,908853,male,majority,10-19y,university,1.0,1.0,upper class,10238
3313,271560,male,majority,10-19y,university,1.0,0.0,upper class,21217
3314,269359,female,majority,10-19y,high school,1.0,0.0,upper class,92101
3315,969295,male,minority,0-9y,high school,1.0,0.0,poverty,32765
3316,787582,female,majority,20-29y,university,1.0,0.0,upper class,10238
3317,147438,male,majority,0-9y,university,1.0,1.0,upper class,10238
3318,160308,female,minority,0-9y,high school,1.0,1.0,upper class,10238
3319,335262,male,majority,30y+,university,0.0,1.0,upper class,10238
3320,866012,female,majority,0-9y,university,0.0,0.0,working class,92101
3321,547620,female,minority,0-9y,none,0.0,0.0,poverty,10238
3322,373067,female,majority,10-19y,university,1.0,1.0,upper class,32765
3323,312573,male,majority,20-29y,high school,0.0,1.0,middle class,32765
3324,799036,female,majority,0-9y,none,0.0,0.0,poverty,10238
3325,840460,female,majority,20-29y,university,0.0,0.0,upper class,32765
3326,545108,female,majority,20-29y,none,0.0,1.0,middle class,32765
3327,793,female,majority,20-29y,university,1.0,1.0,upper class,10238
3328,372351,male,minority,10-19y,high school,1.0,1.0,upper class,10238
3329,807197,male,majority,10-19y,university,1.0,1.0,upper class,10238
3330,457744,female,majority,0-9y,university,0.0,0.0,upper class,10238
3331,790241,female,majority,0-9y,high school,0.0,1.0,middle class,10238
3332,946971,female,minority,20-29y,none,1.0,1.0,middle class,10238
3333,931908,female,majority,10-19y,high school,0.0,1.0,working class,10238
3334,672440,male,majority,10-19y,high school,1.0,1.0,middle class,92101
3335,297005,male,majority,30y+,high school,1.0,1.0,upper class,32765
3336,559584,male,majority,0-9y,none,0.0,1.0,poverty,10238
3337,383423,female,majority,0-9y,none,0.0,0.0,poverty,10238
3338,768953,female,majority,30y+,none,0.0,0.0,working class,10238
3339,901362,male,majority,0-9y,none,1.0,0.0,poverty,10238
3340,846536,female,minority,10-19y,high school,1.0,1.0,upper class,10238
3341,144925,male,minority,0-9y,none,0.0,0.0,poverty,10238
3342,857596,male,majority,20-29y,high school,1.0,1.0,upper class,32765
3343,57078,male,majority,20-29y,university,1.0,1.0,upper class,10238
3344,997007,female,majority,0-9y,none,0.0,0.0,poverty,10238
3345,851568,female,minority,20-29y,none,0.0,1.0,upper class,10238
3346,906708,male,majority,0-9y,none,0.0,0.0,working class,10238
3347,983035,female,majority,20-29y,high school,0.0,1.0,working class,10238
3348,802707,male,majority,0-9y,none,0.0,0.0,working class,10238
3349,419018,female,majority,0-9y,high school,0.0,0.0,working class,92101
3350,100153,female,majority,10-19y,none,0.0,0.0,poverty,10238
3351,808100,female,majority,10-19y,high school,0.0,1.0,middle class,10238
3352,781701,female,majority,0-9y,university,1.0,1.0,upper class,10238
3353,302503,female,majority,30y+,high school,1.0,1.0,upper class,10238
3354,88340,male,majority,0-9y,university,1.0,1.0,working class,10238
3355,826785,male,majority,0-9y,none,0.0,0.0,poverty,10238
3356,676831,female,majority,30y+,high school,1.0,1.0,upper class,32765
3357,484339,female,majority,30y+,high school,1.0,1.0,upper class,92101
3358,302592,female,majority,20-29y,none,1.0,1.0,upper class,10238
3359,512004,female,majority,10-19y,high school,0.0,0.0,poverty,32765
3360,537352,female,majority,20-29y,none,0.0,1.0,poverty,32765
3361,847596,male,majority,0-9y,high school,0.0,0.0,working class,32765
3362,719410,female,majority,20-29y,university,1.0,1.0,upper class,32765
3363,38931,male,majority,0-9y,high school,1.0,1.0,upper class,10238
