,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d
768,11991,LA,M,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0
769,27736,GA,F,1245.0,618.0,634.0,687.0,705.0,21467.0,7.285714286,8.0
770,114873,OK,U,553.0,176.0,220.0,235.0,275.0,10891.0,7.53125,10.0
771,156997,CA,F,1869.0,358.0,358.0,,359.0,15739.0,20.0,25.0
772,80646,WI,male,360.0,198.0,217.0,248.0,269.0,8452.0,3.555555556,4.0
773,190837,WI,F,432.0,203.0,300.0,226.0,323.0,9769.0,8.125,11.0
774,18322,NC,M,807.0,329.0,374.0,390.0,422.0,16724.0,7.375,10.0
775,118819,TX,F,786.0,421.0,460.0,393.0,453.0,12335.0,12.33333333,20.0
776,14233,WY,male,307.0,184.0,264.0,247.0,341.0,10860.0,18.33333333,25.0
777,142163,NV,M,1270.0,447.0,419.0,476.0,472.0,15652.0,8.833333333,12.0
778,149757,CA,F,4167.0,213.0,376.0,224.0,279.0,11264.0,,22.0
779,49650,AL,Male,472.0,,218.0,257.0,302.0,8760.0,9.777777778,10.0
780,61191,IN,F,472.0,305.0,308.0,306.0,322.0,11371.0,6.578947368,10.0
781,23491,SC,M,824.0,348.0,371.0,365.0,400.0,14663.0,9.166666667,10.0
782,87127,MT,female,862.0,248.0,359.0,357.0,432.0,,10.0,10.0
783,263,SC,F,2156.0,331.0,319.0,419.0,401.0,24742.0,11.625,10.0
784,137962,AZ,M,906.0,396.0,417.0,443.0,485.0,20138.0,9.666666667,10.0
785,21746,NC,female,481.0,162.0,204.0,212.0,247.0,10228.0,10.36363636,10.0
786,140632,NM,F,560.0,259.0,333.0,295.0,345.0,11660.0,14.2,20.0
787,20773,NC,M,475.0,136.0,186.0,201.0,245.0,8676.0,4.909090909,5.0
788,81006,WI,F,567.0,149.0,158.0,210.0,223.0,7817.0,5.0,6.0
789,135060,AZ,Female,,439.0,545.0,536.0,652.0,,12.5,20.0
790,86626,ND,M,799.0,325.0,400.0,421.0,506.0,17372.0,3.4,6.0
791,173039,CA,F,574.0,223.0,243.0,241.0,263.0,8735.0,23.11111111,50.0
792,105660,KS,M,430.0,236.0,333.0,314.0,388.0,13227.0,9.0,5.0
793,35935,FL,M,711.0,266.0,351.0,305.0,363.0,13120.0,10.66666667,21.0
794,31746,FL,M,576.0,326.0,326.0,353.0,339.0,11310.0,8.333333333,6.0
795,71491,MI,F,786.0,381.0,443.0,422.0,479.0,16368.0,17.5,25.0
796,188666,FL,M,710.0,387.0,446.0,442.0,494.0,15917.0,14.77777778,25.0
797,135016,AZ,Female,433.0,194.0,183.0,196.0,183.0,,7.5,14.0
798,175283,OR,F,1027.0,447.0,584.0,520.0,633.0,25039.0,42.08333333,50.0
799,69983,MI,M,475.0,239.0,295.0,291.0,319.0,10528.0,7.5625,11.0
800,42291,FL,M,568.0,221.0,256.0,273.0,328.0,14886.0,10.52631579,15.0
801,160869,CA,M,1035.0,328.0,339.0,298.0,313.0,,4.15,4.0
802,28003,IL,F,1671.0,662.0,664.0,700.0,711.0,23530.0,9.2,15.0
803,104732,KS,F,605.0,306.0,335.0,343.0,362.0,14037.0,6.285714286,10.0
804,126035,TX,U,262.0,163.0,206.0,226.0,260.0,7587.0,10.0625,21.0
805,29852,GA,M,593.0,301.0,341.0,316.0,361.0,11838.0,9.643571429,17.0
806,118091,TX,M,491.0,356.0,384.0,357.0,387.0,12961.0,16.125,20.0
807,8204,MI,F,301.0,205.0,208.0,246.0,256.0,8803.0,13.25,10.0
808,90947,IL,F,560.0,296.0,384.0,340.0,388.0,14237.0,,25.0
809,144769,CA,U,5879.0,703.0,976.0,794.0,930.0,57390.0,5.8,6.0
810,6912,NV,F,617.0,168.0,202.0,239.0,259.0,9154.0,12.91666667,15.0
811,2464,TX,M,481.0,195.0,248.0,265.0,307.0,11476.0,7.823529412,7.0
812,71400,MI,M,602.0,336.0,366.0,363.0,391.0,12418.0,8.0,15.0
813,250,IL,F,469.0,,241.0,257.0,304.0,,10.875,15.0
814,99325,MO,M,1191.0,440.0,536.0,515.0,575.0,20176.0,10.0,10.0
815,120461,TX,F,547.0,309.0,337.0,340.0,377.0,11973.0,16.4,20.0
816,185760,GA,F,659.0,250.0,338.0,,432.0,14914.0,,10.0
817,133285,ID,F,466.0,205.0,242.0,242.0,265.0,10962.0,25.0,30.0
818,60526,IN,M,347.0,213.0,221.0,,275.0,7915.0,5.5,6.0
819,26858,GA,M,871.0,408.0,426.0,452.0,476.0,16480.0,11.33333333,15.0
820,61488,IN,M,682.0,367.0,432.0,395.0,448.0,14194.0,5.403846154,7.0
821,182156,WA,F,987.0,393.0,408.0,420.0,427.0,13350.0,22.0,27.0
822,133925,ID,M,605.0,213.0,241.0,269.0,303.0,10788.0,22.0,25.0
823,115431,OK,M,389.0,177.0,218.0,211.0,248.0,7982.0,4.8,5.0
824,72366,MI,M,448.0,291.0,309.0,330.0,359.0,,10.5,20.0
825,32527,FL,F,786.0,352.0,371.0,384.0,423.0,16104.0,3.444444444,3.0
826,175974,OR,M,542.0,199.0,219.0,239.0,262.0,9349.0,7.444444444,11.0
827,96008,IL,F,300.0,87.0,163.0,134.0,185.0,7586.0,4.838709677,5.0
828,106610,NE,M,475.0,318.0,360.0,324.0,366.0,13159.0,,15.0
829,80395,WI,F,902.0,477.0,507.0,500.0,517.0,15876.0,15.0,50.0
830,86225,SD,M,499.0,247.0,283.0,273.0,331.0,12213.0,13.5,10.0
831,43595,MI,M,684.0,461.0,523.0,503.0,543.0,17874.0,5.75,6.0
832,144812,CA,M,,336.0,462.0,421.0,526.0,19440.0,,50.0
833,182480,WA,F,705.0,337.0,416.0,449.0,569.0,20987.0,30.71428571,50.0
834,135265,AZ,feamale,815.0,264.0,439.0,322.0,472.0,18423.0,10.0,14.0
835,84610,MN,F,780.0,477.0,485.0,488.0,507.0,16525.0,3.113636364,4.0
836,116533,TX,F,496.0,234.0,218.0,260.0,259.0,9429.0,7.619047619,10.0
837,29501,GA,U,510.0,276.0,338.0,305.0,347.0,10325.0,17.42857143,21.0
838,102351,MO,F,787.0,208.0,271.0,264.0,356.0,11107.0,13.33333333,23.0
839,136935,OK,F,454.0,312.0,311.0,302.0,306.0,9808.0,9.0,15.0
840,137833,AZ,M,762.0,375.0,396.0,418.0,437.0,14900.0,22.5,25.0
841,162392,CA,M,3839.0,683.0,669.0,706.0,729.0,26731.0,11.85714286,20.0
842,186713,CA,F,813.0,297.0,360.0,348.0,424.0,22764.0,22.8125,15.0
843,12573,WA,F,1375.0,285.0,510.0,330.0,443.0,18247.0,63.03571429,102.0
844,112594,AR,M,704.0,222.0,374.0,295.0,461.0,18592.0,9.0,15.0
845,145123,CA,F,5743.0,564.0,812.0,708.0,903.0,44839.0,4.1,5.0
846,58374,KY,F,483.0,169.0,237.0,216.0,269.0,9809.0,9.545454546,10.0
847,108316,LA,M,1903.0,213.0,265.0,274.0,379.0,20833.0,,24.0
848,71312,MI,F,497.0,350.0,364.0,357.0,384.0,11696.0,3.08,3.0
849,142241,NV,F,2368.0,,827.0,723.0,833.0,27653.0,13.2,30.0
850,7238,IA,F,374.0,234.0,305.0,225.0,283.0,10539.0,5.538461539,12.0
851,132003,CO,F,508.0,240.0,303.0,377.0,427.0,14984.0,5.571428571,8.0
852,172220,CA,M,676.0,156.0,172.0,201.0,203.0,,12.13333333,19.0
853,189916,MI,M,805.0,382.0,506.0,421.0,507.0,17020.0,21.16666667,5.0
854,89358,IL,M,732.0,409.0,416.0,450.0,463.0,13763.0,11.66666667,20.0
855,82843,MN,F,737.0,302.0,383.0,357.0,445.0,14822.0,5.071428571,5.0
856,56124,MS,M,600.0,254.0,255.0,292.0,294.0,9800.0,,20.0
857,75840,IA,M,686.0,,449.0,408.0,492.0,19695.0,12.75,20.0
858,163220,CA,U,5829.0,585.0,987.0,691.0,977.0,52437.0,11.5,26.0
859,74615,MI,M,500.0,155.0,385.0,263.0,423.0,13674.0,7.0,9.0
860,45808,FL,F,877.0,,380.0,392.0,432.0,,8.578947368,10.0
861,162593,CA,M,5954.0,1500.0,1500.0,1185.0,1263.0,68593.0,9.285714286,14.0
862,20237,NC,feamale,674.0,294.0,381.0,347.0,405.0,13120.0,6.266666667,13.0
863,54828,MS,feamale,338.0,158.0,195.0,197.0,227.0,,7.818181818,5.0
864,168589,OR,F,835.0,186.0,244.0,240.0,274.0,10045.0,11.875,10.0
865,168275,CA,U,3373.0,643.0,682.0,699.0,729.0,29018.0,13.69230769,36.0
866,175438,OR,F,925.0,129.0,363.0,215.0,441.0,18634.0,15.46428571,25.0
867,68427,MI,F,483.0,341.0,393.0,382.0,430.0,14629.0,38.0,25.0
868,89680,IL,F,1290.0,515.0,559.0,575.0,624.0,17626.0,10.0,15.0
869,132131,CO,F,,129.0,207.0,168.0,244.0,8382.0,14.875,25.0
870,180175,WA,F,938.0,297.0,319.0,344.0,379.0,15721.0,,20.0
871,85931,SD,U,246.0,256.0,269.0,276.0,297.0,9572.0,6.111111111,6.0
872,147305,CA,M,2741.0,618.0,609.0,586.0,558.0,21986.0,12.4,15.0
873,122404,TX,F,546.0,201.0,244.0,270.0,319.0,10633.0,10.0,25.0
874,27670,GA,M,894.0,423.0,481.0,452.0,509.0,19549.0,11.5,25.0
875,17791,NC,feamale,969.0,515.0,562.0,544.0,596.0,22008.0,25.0,25.0
876,113728,OK,M,493.0,244.0,305.0,273.0,337.0,12105.0,15.0,15.0
877,51846,TN,F,386.0,177.0,231.0,220.0,251.0,8524.0,15.0,25.0
878,51528,TN,F,,257.0,303.0,284.0,337.0,13332.0,6.071428571,5.0
879,155642,CA,U,1034.0,176.0,249.0,222.0,295.0,10176.0,9.0,12.0
880,99497,MO,M,834.0,383.0,409.0,382.0,413.0,12532.0,8.214285714,5.0
881,95240,IL,M,,344.0,385.0,339.0,391.0,,10.71875,11.0
882,126639,TX,M,588.0,237.0,272.0,292.0,329.0,,7.4,8.0
883,15965,NC,M,429.0,232.0,259.0,253.0,286.0,9832.0,3.6875,5.0
884,114321,OK,M,737.0,397.0,420.0,420.0,456.0,14451.0,15.0,25.0
885,132567,WY,F,985.0,413.0,453.0,449.0,478.0,16809.0,15.33333333,20.0
886,78312,WI,male,565.0,332.0,406.0,370.0,383.0,15523.0,10.55555556,15.0
887,188078,SC,M,1083.0,450.0,502.0,506.0,557.0,18815.0,11.125,10.0
888,102398,MO,F,442.0,213.0,210.0,274.0,259.0,14114.0,5.166666667,12.0
889,45116,FL,M,1642.0,522.0,551.0,611.0,651.0,28264.0,4.913043478,5.0
890,155921,CA,M,1483.0,306.0,333.0,382.0,416.0,17874.0,14.07692308,25.0
891,77196,WI,F,940.0,428.0,465.0,452.0,495.0,16556.0,15.0,25.0
892,10893,CA,F,2012.0,225.0,316.0,294.0,374.0,16165.0,,20.0
893,19621,NC,feamale,517.0,123.0,180.0,194.0,231.0,7025.0,12.0,21.0
894,149653,CA,F,1773.0,292.0,306.0,346.0,367.0,,15.0,10.0
895,159750,CA,M,946.0,382.0,436.0,465.0,524.0,18560.0,6.0,9.0
896,136269,AZ,feamale,1149.0,563.0,566.0,598.0,606.0,18764.0,8.555555556,15.0
897,108029,LA,M,729.0,407.0,444.0,448.0,483.0,13568.0,4.875,5.0
898,10719,WA,F,2375.0,327.0,358.0,331.0,377.0,16653.0,11.55555556,19.0
899,156572,CA,M,3092.0,578.0,644.0,641.0,720.0,25768.0,17.33333333,25.0
900,152737,CA,M,2312.0,456.0,516.0,531.0,589.0,21372.0,8.941176471,7.0
901,94307,IL,F,1063.0,269.0,322.0,304.0,393.0,13817.0,,15.0
902,108919,LA,F,629.0,210.0,277.0,279.0,327.0,11405.0,9.5,15.0
903,4055,TX,M,1247.0,555.0,617.0,672.0,718.0,28285.0,10.15384615,10.0
904,175907,OR,F,807.0,351.0,388.0,377.0,420.0,16532.0,9.529411765,15.0
905,13188,IN,F,679.0,236.0,247.0,304.0,328.0,6997.0,47.18181818,100.0
906,35181,FL,M,1395.0,471.0,509.0,580.0,642.0,28892.0,20.875,25.0
907,53127,TN,M,576.0,216.0,319.0,295.0,339.0,17149.0,17.625,30.0
908,88056,IL,F,1355.0,496.0,567.0,593.0,670.0,27692.0,3.8,5.0
909,145944,CA,F,2679.0,445.0,470.0,535.0,572.0,,6.583333333,13.0
910,86640,ND,F,553.0,340.0,399.0,355.0,395.0,13167.0,6.862068966,13.0
911,99673,MO,F,638.0,470.0,483.0,488.0,521.0,15490.0,9.5,22.0
912,96000,IL,M,359.0,88.0,218.0,159.0,329.0,10543.0,3.583333333,10.0
913,170256,CA,F,1246.0,,296.0,339.0,362.0,11851.0,7.5,10.0
914,20821,NC,M,631.0,286.0,324.0,333.0,373.0,13818.0,,10.0
915,189715,CA,F,5708.0,504.0,708.0,575.0,854.0,36020.0,16.25,25.0
916,183898,WA,J,429.0,266.0,302.0,310.0,343.0,12534.0,5.5,3.0
917,155157,CA,F,955.0,329.0,332.0,346.0,359.0,10736.0,12.33333333,12.0
918,137134,AZ,M,810.0,320.0,354.0,368.0,393.0,18361.0,9.090909091,10.0
919,182286,WA,male,699.0,262.0,208.0,301.0,299.0,12872.0,15.0,20.0
920,138804,AZ,feamale,1239.0,348.0,365.0,399.0,428.0,14561.0,9.444444444,10.0
921,100569,MO,M,2241.0,584.0,822.0,716.0,904.0,29643.0,15.0,15.0
922,9287,CA,M,1432.0,420.0,423.0,453.0,461.0,14210.0,7.2,8.0
923,104108,MO,F,609.0,263.0,357.0,301.0,355.0,13005.0,11.78947368,11.0
924,1357,MI,F,889.0,328.0,368.0,391.0,431.0,13456.0,10.66666667,15.0
925,10784,WA,male,791.0,565.0,563.0,566.0,571.0,20238.0,4.407407407,10.0
926,140049,NM,F,629.0,170.0,197.0,214.0,243.0,7822.0,,20.0
927,170489,CA,F,2128.0,470.0,472.0,559.0,567.0,16285.0,,20.0
928,184289,WA,F,645.0,359.0,376.0,360.0,381.0,11050.0,7.666666667,10.0
929,36353,FL,F,1344.0,335.0,403.0,377.0,446.0,22233.0,9.5,17.0
930,97689,IL,M,821.0,334.0,371.0,390.0,431.0,15694.0,10.0,10.0
931,133229,ID,M,681.0,382.0,396.0,406.0,445.0,16011.0,12.0,25.0
932,51845,TN,F,386.0,177.0,231.0,220.0,251.0,8524.0,8.444444444,18.0
933,111485,AR,M,361.0,145.0,182.0,199.0,233.0,8563.0,29.57142857,30.0
934,75331,IA,F,583.0,310.0,371.0,385.0,452.0,17243.0,8.5,25.0
935,88802,IL,M,1711.0,479.0,542.0,629.0,683.0,26817.0,13.0,25.0
936,183702,WA,F,700.0,322.0,415.0,356.0,446.0,14360.0,11.33333333,10.0
937,175535,OR,M,904.0,339.0,446.0,442.0,510.0,20426.0,10.6,20.0
938,35325,FL,M,833.0,277.0,350.0,329.0,387.0,14317.0,12.14285714,30.0
939,181655,WA,male,957.0,418.0,417.0,423.0,438.0,14668.0,15.0625,50.0
940,95582,IL,F,607.0,279.0,371.0,,442.0,19317.0,15.0,21.0
941,14394,TX,M,631.0,273.0,278.0,288.0,294.0,8650.0,25.0,10.0
942,81823,WI,male,470.0,234.0,355.0,271.0,365.0,12277.0,25.0,45.0
943,143470,CA,M,4112.0,562.0,798.0,725.0,841.0,34677.0,15.14285714,17.0
944,77048,IA,F,342.0,209.0,214.0,241.0,261.0,10728.0,7.0,7.0
945,20962,NC,M,668.0,296.0,308.0,317.0,337.0,,15.0,15.0
946,58725,KY,M,313.0,142.0,165.0,210.0,251.0,9665.0,15.0,15.0
947,124104,TX,M,427.0,455.0,464.0,538.0,580.0,18517.0,15.25,23.0
948,65136,MI,F,886.0,490.0,536.0,570.0,606.0,,42.5,20.0
949,132558,WY,male,1034.0,511.0,511.0,656.0,610.0,30595.0,15.0,15.0
950,82248,MN,M,480.0,157.0,184.0,214.0,246.0,9020.0,5.916666667,8.0
951,38944,FL,M,809.0,303.0,319.0,342.0,361.0,11303.0,16.33333333,25.0
952,47111,AL,Male,453.0,219.0,264.0,263.0,299.0,9654.0,3.782608696,5.0
953,165620,CA,U,1609.0,346.0,435.0,404.0,435.0,16568.0,3.152173913,4.0
954,59561,IN,M,,275.0,324.0,282.0,304.0,10632.0,8.2,9.0
955,27423,GA,F,442.0,218.0,253.0,257.0,286.0,9399.0,9.166666667,5.0
956,13484,FL,M,,488.0,524.0,515.0,555.0,19446.0,15.0,11.0
957,133491,ID,M,679.0,298.0,327.0,332.0,360.0,,46.33333333,100.0
958,63000,IN,F,351.0,192.0,214.0,212.0,235.0,8757.0,20.0,25.0
959,187284,IA,F,614.0,222.0,317.0,305.0,363.0,13840.0,8.666666667,10.0
960,131423,CO,M,881.0,327.0,332.0,375.0,382.0,12204.0,14.8,25.0
961,22942,SC,F,616.0,324.0,334.0,348.0,361.0,15746.0,8.5,9.0
962,85579,MN,F,522.0,227.0,292.0,294.0,347.0,,20.0,20.0
963,3009,CA,F,1184.0,,341.0,352.0,368.0,13817.0,9.875,20.0
964,187722,MI,M,1348.0,662.0,712.0,752.0,788.0,30766.0,6.2,7.0
965,15566,NC,feamale,683.0,343.0,398.0,377.0,441.0,,7.214285714,10.0
966,84745,MN,F,604.0,318.0,338.0,356.0,376.0,,6.590909091,7.0
967,78172,WI,F,1167.0,558.0,576.0,597.0,626.0,19797.0,15.0,25.0
968,186334,IN,M,836.0,222.0,431.0,347.0,442.0,16007.0,8.947368421,10.0
969,170767,CA,F,1349.0,370.0,418.0,,480.0,23716.0,12.5,15.0
970,149152,CA,M,4507.0,,1004.0,893.0,962.0,54642.0,20.0,20.0
971,959,IA,F,586.0,349.0,413.0,404.0,465.0,15304.0,7.3,10.0
972,179563,WA,male,842.0,420.0,419.0,476.0,494.0,12894.0,16.4,23.0
973,41243,FL,F,556.0,246.0,277.0,292.0,330.0,10272.0,9.818181818,12.0
974,160500,CA,M,1467.0,311.0,323.0,356.0,392.0,15108.0,7.333333333,5.0
975,77605,WI,male,1304.0,465.0,484.0,595.0,609.0,23455.0,10.0,15.0
976,190064,Tennessee,F,340.0,149.0,151.0,173.0,188.0,6842.0,10.0,20.0
977,138758,AZ,feamale,616.0,403.0,423.0,406.0,443.0,14174.0,14.8,20.0
978,8531,MI,M,497.0,275.0,296.0,343.0,369.0,12368.0,6.368421053,10.0
979,27846,GA,F,1149.0,420.0,460.0,469.0,,17492.0,23.33333333,200.0
980,22782,SC,M,514.0,205.0,224.0,226.0,238.0,8533.0,10.0,10.0
981,66223,MI,M,870.0,319.0,345.0,357.0,398.0,15849.0,9.571428571,10.0
982,189616,CA,M,2680.0,314.0,506.0,402.0,517.0,20665.0,20.0,35.0
983,79649,WI,F,556.0,259.0,275.0,268.0,258.0,12721.0,10.33333333,15.0
984,138999,AZ,feamale,624.0,284.0,326.0,324.0,355.0,12121.0,,10.0
985,43020,FL,F,736.0,262.0,293.0,321.0,347.0,12780.0,15.0,15.0
986,118862,TX,M,,554.0,564.0,569.0,571.0,21200.0,8.5,12.0
987,30104,GA,M,364.0,246.0,307.0,287.0,325.0,9720.0,8.833333333,15.0
988,154614,CA,F,1709.0,511.0,518.0,527.0,537.0,,15.0,20.0
989,57151,KY,F,,311.0,326.0,326.0,326.0,7746.0,15.9,26.0
990,71425,MI,M,713.0,300.0,313.0,323.0,364.0,16833.0,6.0,7.0
991,41384,FL,F,556.0,318.0,358.0,320.0,352.0,11779.0,9.428571429,12.0
992,190579,CA,M,3200.0,310.0,311.0,333.0,343.0,17224.0,3.106060606,4.0
993,42997,FL,F,1567.0,392.0,391.0,434.0,409.0,18631.0,6.5625,7.0
994,132896,OR,F,953.0,319.0,379.0,387.0,455.0,15729.0,15.57142857,25.0
995,120189,TX,M,492.0,244.0,260.0,284.0,301.0,10818.0,19.375,25.0
996,138829,AZ,feamale,847.0,,238.0,225.0,308.0,11582.0,11.5,25.0
997,167462,CA,M,2645.0,644.0,655.0,682.0,697.0,20782.0,8.75,15.0
998,160401,CA,F,1952.0,335.0,365.0,367.0,398.0,15290.0,13.0,13.0
999,174934,OR,F,,391.0,456.0,448.0,471.0,19716.0,7.0,5.0
1000,2020,CA,F,3556.0,735.0,701.0,838.0,805.0,34382.0,7.35,7.0
1001,74235,MI,M,473.0,327.0,338.0,348.0,363.0,,13.5,26.0
1002,167039,CA,F,3201.0,497.0,552.0,539.0,591.0,19656.0,5.0,5.0
1003,165509,CA,M,2213.0,447.0,447.0,491.0,491.0,16702.0,4.95,10.0
1004,151653,CA,F,1455.0,376.0,417.0,393.0,426.0,,6.35,10.0
1005,100132,MO,F,393.0,216.0,258.0,258.0,301.0,10107.0,10.0,15.0
1006,161726,CA,F,2453.0,438.0,451.0,436.0,475.0,15707.0,5.8125,7.0
1007,125986,TX,M,533.0,246.0,276.0,287.0,308.0,10096.0,13.375,17.0
1008,185394,MI,F,,285.0,317.0,300.0,338.0,12910.0,8.916666667,5.0
1009,43799,FL,F,1044.0,366.0,318.0,458.0,499.0,22427.0,13.16666667,20.0
1010,185464,KY,M,702.0,308.0,348.0,337.0,397.0,14670.0,11.11111111,15.0
1011,125325,TX,M,852.0,516.0,540.0,535.0,556.0,16206.0,14.62347826,20.0
1012,112679,OK,M,1045.0,528.0,538.0,604.0,618.0,19402.0,15.0,20.0
1013,2415,CA,F,5501.0,817.0,924.0,870.0,958.0,41734.0,17.5,25.0
1014,166866,CA,F,3921.0,754.0,804.0,799.0,835.0,33998.0,10.0,12.5
1015,4211,TX,F,919.0,425.0,562.0,,697.0,,17.92307692,25.0
1016,182395,WA,F,755.0,210.0,315.0,244.0,313.0,11983.0,16.5,10.0
1017,188178,NV,F,1383.0,410.0,464.0,499.0,562.0,22875.0,7.0,8.0
1018,147835,CA,F,3694.0,421.0,611.0,601.0,666.0,28021.0,32.22222222,20.0
1019,5532,MD,M,1690.0,598.0,655.0,653.0,700.0,24959.0,,15.0
1020,128857,TX,M,438.0,213.0,213.0,265.0,264.0,7722.0,26.0,15.0
1021,40058,FL,F,1187.0,400.0,448.0,438.0,469.0,21608.0,11.66666667,25.0
1022,179377,WA,F,1617.0,398.0,414.0,457.0,490.0,14123.0,,10.0
1023,166207,CA,M,1367.0,342.0,329.0,359.0,355.0,14197.0,6.75,9.0
1024,124227,TX,U,267.0,121.0,72.0,169.0,94.0,4567.0,13.875,25.0
1025,7173,TN,F,854.0,,389.0,372.0,427.0,16171.0,17.73333333,32.0
1026,85152,MN,M,493.0,244.0,311.0,314.0,395.0,12517.0,12.5,10.0
1027,32807,FL,M,700.0,327.0,360.0,355.0,375.0,,,5.0
1028,268,FL,F,1765.0,327.0,465.0,442.0,562.0,27674.0,22.38095238,33.0
1029,109514,LA,M,0.0,0.0,0.0,0.0,0.0,0.0,5.666666667,6.0
1030,181644,WA,F,929.0,327.0,369.0,314.0,352.0,12995.0,8.5,12.0
1031,62585,NC,feamale,581.0,231.0,267.0,288.0,332.0,11794.0,14.0,25.0
1032,163354,CA,F,4313.0,748.0,783.0,752.0,811.0,27850.0,11.85714286,10.0
1033,98672,IL,M,470.0,274.0,313.0,282.0,337.0,11192.0,4.2,5.0
1034,190614,CO,F,1159.0,572.0,557.0,574.0,561.0,,6.230769231,3.0
1035,155607,CA,F,3152.0,853.0,891.0,908.0,950.0,35415.0,34.0,38.0
1036,161804,CA,M,1137.0,348.0,362.0,425.0,444.0,11621.0,9.0,5.0
1037,11348,FL,M,912.0,313.0,370.0,379.0,442.0,18554.0,12.16666667,5.0
1038,111380,AR,M,332.0,219.0,257.0,261.0,296.0,9763.0,7.133333333,10.0
1039,86578,ND,M,247.0,195.0,220.0,231.0,259.0,8189.0,5.5,15.0
1040,157904,CA,F,2190.0,611.0,655.0,669.0,709.0,23641.0,6.5,6.0
1041,140924,NV,M,1117.0,461.0,461.0,461.0,450.0,16614.0,6.428571429,7.0
1042,32972,FL,F,814.0,268.0,282.0,298.0,312.0,10427.0,10.4,12.0
1043,149541,CA,F,1814.0,328.0,418.0,380.0,410.0,,10.66666667,10.0
1044,182604,WA,F,403.0,195.0,288.0,237.0,365.0,11859.0,20.0,15.0
1045,103876,MO,F,613.0,264.0,323.0,300.0,357.0,12334.0,10.66666667,20.0
1046,65999,MI,M,2712.0,1022.0,1144.0,989.0,1079.0,49631.0,18.42857143,25.0
1047,104394,KS,F,958.0,467.0,499.0,525.0,582.0,,7.6,10.0
1048,117524,TN,F,1129.0,332.0,445.0,429.0,537.0,22706.0,20.83333333,25.0
1049,147904,CA,F,,630.0,702.0,734.0,777.0,27747.0,12.14285714,50.0
1050,105815,KS,M,452.0,270.0,300.0,297.0,324.0,11198.0,14.8,20.0
1051,31778,FL,M,986.0,485.0,495.0,530.0,,,20.11111111,25.0
1052,112084,AR,M,655.0,215.0,247.0,267.0,305.0,12067.0,14.44,14.0
1053,58850,KY,M,459.0,133.0,195.0,237.0,258.0,13898.0,3.52173913,6.0
1054,185901,TX,M,674.0,317.0,402.0,458.0,553.0,19769.0,5.363636364,10.0
1055,134566,UT,F,728.0,265.0,304.0,315.0,339.0,8896.0,10.35714286,10.0
1056,185819,CA,M,4153.0,580.0,886.0,640.0,891.0,35520.0,12.0,13.0
1057,3985,TX,F,348.0,197.0,223.0,239.0,265.0,7978.0,10.22692308,12.0
1058,23321,SC,F,,426.0,505.0,465.0,511.0,17534.0,7.25,10.0
1059,158978,CA,M,1876.0,393.0,404.0,419.0,450.0,11692.0,,15.0
1060,14388,FL,M,865.0,,387.0,392.0,432.0,15630.0,6.266666667,10.0
1061,12779,CA,M,666.0,213.0,253.0,268.0,288.0,8943.0,8.166666667,10.0
1062,39667,FL,M,809.0,358.0,389.0,411.0,446.0,16099.0,13.71428571,15.0
1063,163731,CA,M,4763.0,502.0,534.0,551.0,609.0,24002.0,9.888888889,11.0
1064,156457,CA,F,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0
1065,100369,MO,F,987.0,296.0,354.0,344.0,412.0,17097.0,28.0,28.0
1066,46201,FL,M,2444.0,,780.0,737.0,782.0,28668.0,15.0,15.0
1067,118182,TX,M,503.0,213.0,255.0,262.0,292.0,9495.0,4.5,5.0
1068,67,NM,F,1004.0,189.0,247.0,236.0,313.0,12667.0,5.05,5.0
1069,116951,TX,F,1565.0,717.0,780.0,704.0,784.0,27276.0,6.1,6.0
1070,160032,CA,F,872.0,294.0,307.0,343.0,356.0,12433.0,20.4,25.0
1071,60694,IN,F,501.0,305.0,374.0,354.0,399.0,13073.0,20.77777778,25.0
1072,80387,WI,F,331.0,154.0,237.0,217.0,273.0,10270.0,4.444444444,5.0
1073,158143,CA,M,620.0,,270.0,279.0,309.0,10406.0,12.36142857,16.0
1074,25277,SC,M,747.0,,457.0,396.0,488.0,18371.0,15.0,17.0
1075,179454,WA,F,,237.0,304.0,257.0,308.0,9875.0,9.5,20.0
1076,145899,NC,feamale,1491.0,396.0,489.0,472.0,566.0,26286.0,14.0,20.0
1077,183790,WA,F,756.0,333.0,372.0,391.0,430.0,14127.0,8.769230769,14.0
1078,119538,TX,F,487.0,217.0,222.0,247.0,262.0,10468.0,9.888888889,16.0
1079,24991,SC,M,651.0,310.0,345.0,337.0,382.0,12428.0,7.611111111,11.0
1080,113501,OK,F,693.0,404.0,479.0,439.0,,16698.0,5.125,5.0
1081,185353,CA,F,1063.0,,148.0,206.0,223.0,6871.0,3.035714286,3.0
1082,72308,MI,F,609.0,403.0,424.0,422.0,466.0,14455.0,19.25,46.0
1083,110519,LA,M,,366.0,374.0,432.0,459.0,16287.0,10.70588235,17.0
1084,124193,TX,U,439.0,268.0,301.0,307.0,341.0,10164.0,5.8,6.0
1085,181526,WA,F,871.0,339.0,355.0,363.0,384.0,11889.0,9.5,13.0
1086,2796,AK,Male,682.0,374.0,423.0,416.0,469.0,17213.0,,25.0
